cc7
1	3
2	5
3	5
4	2
5	3
6	5
7	5
8	5
9	2
10	5
11	6
12	3
13	4
14	4
15	2
16	5
17	6
18	3
19	4
20	2
21	5
22	5
23	4
24	4
25	5
26	5
27	4
28	2
29	5
30	4
31	5
32	4
33	4
34	2
35	5
36	5
37	5
38	4
39	5
40	5
41	5
42	5
43	5
44	5
45	5
46	5
47	4
48	5
49	5
50	7
51	5
52	5
53	5
54	1
55	4
56	4
57	5
58	7
59	4
60	5
61	5
62	5
63	5
64	4
65	3
66	5
67	5
68	1
69	4
70	1
71	4
72	4
73	5
74	4
75	5
76	4
77	4
78	1
79	4
80	4
81	4
82	4
83	3
84	3
85	6
86	3
87	3
88	3
89	1
90	4
91	3
92	3
93	6
94	4
95	7
96	3
97	3
98	3
99	3
100	3
101	3
102	4
103	3
104	4
105	3
106	3
107	3
108	4
109	1
110	5
111	6
112	1
113	1
114	1
115	7
116	1
117	1
118	4
119	1
120	3
121	6
122	4
123	1
124	1
125	5
126	4
127	4
128	7
129	7
130	6
131	7
132	7
133	1
134	1
135	5
136	1
137	7
138	4
139	3
140	1
141	5
142	5
143	3
144	4
145	2
146	2
147	5
148	4
149	3
150	2
151	6
152	3
153	1
154	4
155	4
156	1
157	4
158	5
159	5
160	4
161	4
162	3
163	4
164	1
165	7
166	5
167	2
168	4
169	4
170	1
171	6
172	1
173	7
174	1
175	1
176	1
177	3
178	7
179	4
180	4
181	3
182	1
183	1
184	7
185	6
186	1
187	1
188	1
189	5
190	4
191	1
192	5
193	1
194	1
195	4
196	1
197	3
198	5
199	1
200	1
201	1
202	1
203	3
204	1
205	5
206	5
207	4
208	4
209	4
210	5
211	4
212	4
213	4
214	4
215	5
216	1
217	4
218	5
219	4
220	7
221	3
222	7
223	2
224	3
225	3
226	3
227	6
228	3
229	3
230	2
231	3
232	3
233	3
234	2
235	3
236	2
237	6
238	3
239	2
240	2
241	4
