aa7
1	1000
2	1000
3	1000
4	1.01016331523171e-14
5	3.13589852430186e-20
6	0.189879110992039
7	1.889327083291e-08
8	1000
9	1000
10	1000
11	4.44292409839224e-06
12	1000
13	1000
14	1000
15	1.02688100748164e-11
16	1000
17	1.32331129956222e-16
18	1.33168957895218e-10
19	2.74035088632824e-14
20	1.91103098075343e-07
21	1000
22	1000
23	1000
24	1000
25	1000
26	0.0339195061768707
27	1.32331129956222e-16
28	1000
29	1000
30	1000
31	0.000170493294679758
32	0.0102483220197276
33	0.065917902990261
34	1000
35	0.0248212113878082
36	4.56717634916318e-15
37	8.34467455213762e-08
38	1000
39	1000
40	4.53396868803188e-17
41	1000
42	0.0205993248261934
43	1.32331129956222e-16
44	7.48241985905783e-18
45	0.0194779626184475
46	0.00386791717486329
47	1000
48	1000
49	0.00143684686381171
50	1000
51	1000
52	1000
53	1000
54	1000
55	1000
56	1000
57	0.00253638880553114
58	1000
59	4.29701997893114e-12
60	1.59298208368893e-14
61	1000
62	1000
63	3.01712759719195e-06
64	6.66385915639772e-12
65	1000
66	1000
67	1.21494043001544e-17
68	1000
69	1000
70	2.17090099356348e-11
71	0.00211509680433246
72	1000
73	0.00211509680433246
74	1000
75	0.189102963216103
76	1000
77	1000
78	1000
79	1000
80	0.00211509680433246
81	0.00185078469756308
82	1000
83	0.0958740583620133
84	1000
85	0.0338838532321632
86	0.00143684686381171
87	5.24722377532032e-17
88	1000
89	1000
90	1000
91	1000
92	0.154136854318299
93	0.000765037994485272
94	1000
95	1000
96	1000
97	1000
98	1000
99	1000
100	0.0728279106592676
101	1000
102	1000
103	1000
104	1000
105	1.18508424662305e-06
106	0.140649924501321
107	1.08644082347767e-12
108	1.94508209988578e-17
109	1000
110	1000
111	0.00309872950470277
112	1000
113	0.00528294137655417
114	0.00894806960858502
115	1000
116	1.11829811291933e-14
117	0.18018472015822
118	1000
119	1000
120	0.413597019138178
121	8.7179099029364e-09
122	1000
123	1000
124	0.00143684686381171
125	1000
126	1.32331129956222e-16
127	0.413597019138178
128	1000
129	0.00143684686381171
130	6.63575204774939e-09
131	1000
132	1000
133	0.178659768158224
134	0.12711004132998
135	1000
136	1000
137	0.0194098854030067
138	1000
139	1000
140	0.150019364702146
141	4.17147067538704e-09
142	1000
143	1.93602609731282e-09
144	0.00134699356227444
145	1000
146	1000
147	1000
148	1000
149	1000
150	1000
151	1000
152	2.81998295723254e-07
153	1000
154	1000
155	1000
156	1000
157	9.90234715594623e-15
158	1000
159	1000
160	1000
161	0.00143684686381171
162	8.7876901706019e-13
163	1000
164	2.49722918259781e-15
165	6.81155766937389e-14
166	1.32331129956222e-16
167	0.000172290950043773
168	1000
169	1000
170	0.00143684686381171
171	1000
172	0.000504493896890408
173	1.46310323317826e-09
174	1000
175	0.0374343452523847
176	1000
177	1000
178	0.0100919729797818
179	2.41115597250412e-16
180	1000
181	1.32331129956222e-16
