"KZ1279_GB1420_0_0_mapq10_noDup.bed" "KZ1279_GB1422_0_0_mapq10_noDup.bed" "KZ1279_GB1424_0_0_mapq10_noDup.bed"
"23321" 24 3 6
"23322" 18 8 2
"23323" 7 3 0
"23324" 154 49 24
"23325" 58 11 14
"23326" 84 21 9
"23327" 62 12 1
"23328" 41 5 2
"23329" 3 4 4
"23330" 1 4 0
"23331" 143 22 8
"23332" 6 2 1
"23333" 64 21 13
"23334" 120 20 11
"23335" 7 3 2
"23336" 5 7 0
"23337" 9 16 19
"23338" 14 5 5
"23339" 5 3 4
"23340" 20 15 23
"23341" 5 3 0
"23342" 5 5 1
"23343" 10 22 9
"23344" 7 7 2
"23345" 3 4 0
"23346" 77 16 8
"23347" 59 9 8
"23348" 7 3 0
"23349" 14 14 3
"23350" 2 3 2
"23351" 109 26 7
"23352" 5 6 1
"23353" 83 22 5
"23354" 20 8 6
"23355" 60 23 10
"23356" 9 2 1
"23357" 14 4 1
"23358" 12 4 2
"23359" 115 14 8
"23360" 11 4 2
"23361" 27 4 1
"23362" 2 2 2
"23363" 3 5 1
"23364" 15 1 2
"23365" 7 6 0
"23366" 9 4 2
"23367" 4 4 1
"23368" 133 28 15
"23369" 133 27 10
"23370" 111 25 14
"23371" 90 21 11
"23372" 37 13 4
"23373" 25 24 25
"23374" 6 2 3
"23375" 5 8 1
"23376" 53 6 2
"23377" 15 6 4
"23378" 3 2 0
"23379" 34 4 1
"23380" 117 22 15
"23381" 4 1 3
"23382" 64 12 6
"23383" 19 12 0
"23384" 24 8 4
"23385" 7 2 0
"23386" 74 15 12
"23387" 130 25 17
"23388" 87 19 10
"23389" 85 9 6
"23390" 50 17 8
"23391" 52 7 4
"23392" 49 9 6
"23393" 66 15 11
"23394" 9 1 1
"23395" 59 11 6
"23396" 60 16 12
"23397" 136 28 10
"23398" 55 11 7
"23399" 42 12 4
"23400" 151 20 11
"23401" 45 13 2
"23402" 27 5 1
"23403" 176 48 22
"23404" 68 17 7
"23405" 92 30 8
"23406" 141 36 13
"23407" 299 58 21
"23408" 131 50 10
"23409" 20 10 6
"23410" 173 60 14
"23411" 76 27 25
"23412" 206 71 20
"23413" 2 3 1
"23414" 4 15 8
"23415" 4 4 4
"23416" 31 11 19
"23417" 436 105 41
"23418" 34 13 9
"23419" 29 5 5
"23420" 416 89 49
"23421" 60 19 9
"23422" 32 13 7
"23423" 16 5 1
"23424" 38 11 7
"23425" 7 2 2
"23426" 198 57 33
"23427" 36 6 8
"23428" 58 23 20
"23429" 94 14 10
"23430" 7 0 2
"23431" 12 10 3
"23432" 5 4 0
"23433" 2 3 2
"23434" 1 0 0
"23435" 4 2 2
"23436" 5 6 1
"23437" 14 3 1
"23438" 23 1 1
"23439" 192 35 47
"23440" 238 41 26
"23441" 124 40 15
"23442" 32 6 1
"23443" 50 12 8
"23444" 56 27 3
"23445" 15 2 1
"23446" 40 12 6
"23447" 18 11 3
"23448" 6 2 0
"23449" 101 28 5
"23450" 94 19 14
"23451" 58 25 10
"23452" 138 29 8
"23453" 46 16 28
"23454" 133 28 9
"23455" 80 13 12
"23456" 37 8 9
"23457" 102 27 2
"23458" 193 37 15
"23459" 21 5 2
"23460" 294 44 17
"23461" 67 21 6
"23462" 18 10 5
"23463" 26 12 1
"23464" 42 10 7
"23465" 172 31 12
"23466" 110 32 18
"23467" 140 41 14
"23468" 162 50 12
"23469" 49 11 6
"23470" 29 2 1
"23471" 31 13 16
"23472" 29 15 21
"23473" 14 14 4
"23474" 20 6 3
"23475" 120 29 14
"23476" 165 62 20
"23477" 209 35 34
"23478" 22 5 5
"23479" 4 7 3
"23480" 1 1 0
"23481" 7 10 10
"23482" 0 3 1
"23483" 14 11 3
"23484" 4 17 4
"23485" 3 20 8
"23486" 6 5 0
"23487" 21 62 1
"23488" 138 30 11
"23489" 8 4 0
"23490" 19 4 2
"23491" 18 8 1
"23492" 27 8 4
"23493" 8 6 2
"23494" 25 9 5
"23495" 19 7 0
"23496" 36 5 4
"23497" 58 9 7
"23498" 44 9 4
"23499" 254 44 13
"23500" 17 4 2
"23501" 20 6 1
"23502" 10 3 1
"23503" 18 8 4
"23504" 38 10 1
"23505" 71 12 4
"23506" 201 40 18
"23507" 207 49 27
"23508" 108 29 3
"23509" 702 113 61
"23510" 55 8 3
"23511" 106 27 11
"23512" 10 11 2
"23513" 126 22 7
"23514" 17 8 6
"23515" 266 68 30
"23516" 8 4 2
"23517" 110 22 7
"23518" 235 43 15
"23519" 77 11 2
"23520" 55 8 8
"23521" 48 17 16
"23522" 82 14 4
"23523" 15 6 7
"23524" 29 16 15
"23525" 5 19 6
"23526" 7 9 1
"23527" 15 7 9
"23528" 0 6 5
"23529" 10 3 0
"23530" 0 3 1
"23531" 0 6 1
"23532" 24 7 0
"23533" 8 0 3
"23534" 18 10 2
"23535" 40 7 0
"23536" 32 12 4
"23537" 163 39 19
"23538" 6 6 6
"23539" 0 22 10
"23540" 90 16 19
"23541" 28 9 2
"23542" 79 11 9
"23543" 129 29 11
"23544" 2 2 0
"23545" 8 7 2
"23546" 96 22 3
"23547" 30 4 1
"23548" 109 36 6
"23549" 102 26 5
"23550" 14 12 0
"23551" 46 9 20
"23552" 11 10 2
"23553" 3035 1312 751
"23554" 5 1 0
"23555" 3 0 0
"23556" 302 18 4
"23557" 16 6 0
"23558" 97 18 17
"23559" 4 0 0
"23560" 9 1 2
"23561" 79 13 2
"23562" 7 2 2
"23563" 9 1 1
"23564" 5 3 0
"23565" 5 2 0
"23566" 102 14 6
"23567" 16 3 2
"23568" 21 15 2
"23569" 16 4 2
"23570" 37 8 5
"23571" 49 9 3
"23572" 100 19 7
"23573" 4 4 0
"23574" 14 1 4
"23575" 12 8 1
"23576" 32 8 4
"23577" 5 5 1
"23578" 1 1 0
"23579" 17 0 0
"23580" 14 1 0
"23581" 292 33 14
"23582" 58 5 3
"23583" 11 5 1
"23584" 0 2 2
"23585" 155 63 24
"23586" 5 2 0
"23587" 15 3 2
"23588" 31 8 6
"23589" 7 6 0
"23590" 8 13 1
"23591" 66 5 19
"23592" 120 24 19
"23593" 182 63 34
"23594" 15 4 0
"23595" 84 32 7
"23596" 18 12 1
"23597" 12 10 1
"23598" 9 1 1
"23599" 177 22 11
"23600" 8 1 0
"23601" 12 7 2
"23602" 5 1 2
"23603" 19 7 3
"23604" 228 35 12
"23605" 75 24 9
"23606" 2 1 2
"23607" 44 10 10
"23608" 140 31 22
"23609" 127 17 10
"23610" 143 48 12
"23611" 5 9 2
"23612" 24 2 1
"23613" 148 25 8
"23614" 28 19 6
"23615" 70 17 4
"23616" 22 5 2
"23617" 33 10 2
"23618" 15 1 2
"23619" 21 12 3
"23620" 61 20 10
"23621" 13 14 3
"23622" 38 15 3
"23623" 8 5 0
"23624" 220 37 23
"23625" 92 24 0
"23626" 76 39 6
"23627" 65 29 5
"23628" 75 26 8
"23629" 122 38 8
"23630" 116 39 10
"23631" 98 29 12
"23632" 1 3 0
"23633" 69 20 3
"23634" 88 17 11
"23635" 108 27 9
"23636" 16 5 2
"23637" 14 17 3
"23638" 25 5 1
"23639" 33 10 3
"23640" 111 23 16
"23641" 39 9 1
"23642" 16 4 1
"23643" 187 36 14
"23644" 12 3 0
"23645" 117 23 14
"23646" 5 2 0
"23647" 5 2 0
"23648" 136 33 13
"23649" 4 5 0
"23650" 65 12 7
"23651" 15 9 1
"23652" 21 6 1
"23653" 4 10 1
"23654" 15 0 1
"23655" 43 6 3
"23656" 82 25 32
"23657" 13 6 3
"23658" 23 10 4
"23659" 12 9 2
"23660" 17 11 3
"23661" 216 31 19
"23662" 241 43 16
"23663" 133 19 12
"23664" 9 4 0
"23665" 131 38 6
"23666" 57 19 2
"23667" 11 2 1
"23668" 52 25 11
"23669" 4 6 1
"23670" 13 2 1
"23671" 5 2 2
"23672" 8 6 4
"23673" 148 37 14
"23674" 9 4 2
"23675" 20 1 5
"23676" 8 3 7
"23677" 8 0 7
"23678" 17 5 1
"23679" 18 5 2
"23680" 190 28 22
"23681" 7 3 1
"23682" 12 4 2
"23683" 5 5 2
"23684" 18 3 1
"23685" 149 21 16
"23686" 30 3 0
"23687" 44 6 1
"23688" 4 12 19
"23689" 16 3 2
"23690" 5 1 3
"23691" 12 17 13
"23692" 6 7 2
"23693" 9 2 3
"23694" 10 2 5
"23695" 116 17 12
"23696" 10 1 2
"23697" 7 2 1
"23698" 6 3 2
"23699" 14 9 11
"23700" 5 6 1
"23701" 10 16 13
"23702" 12 9 2
"23703" 2 4 3
"23704" 34 34 82
"23705" 13 6 8
"23706" 2 1 0
"23707" 4 1 0
"23708" 2 1 0
"23709" 9 3 2
"23710" 9 2 4
"23711" 5 0 1
"23712" 13 15 13
"23713" 20 6 2
"23714" 30 6 2
"23715" 191 38 19
"23716" 200 35 32
"23717" 95 19 6
"23718" 9 2 0
"23719" 9 2 1
"23720" 1 2 0
"23721" 7 0 0
"23722" 45 10 2
"23723" 94 18 10
"23724" 59 10 7
"23725" 90 16 4
"23726" 88 14 4
"23727" 82 17 7
"23728" 11 5 0
"23729" 160 32 19
"23730" 212 22 17
"23731" 179 37 10
"23732" 73 7 6
"23733" 237 43 13
"23734" 2 2 0
"23735" 8 10 1
"23736" 57 12 7
"23737" 6 6 1
"23738" 6 4 1
"23739" 76 11 18
"23740" 92 24 8
"23741" 147 20 15
"23742" 146 50 19
"23743" 48 9 1
"23744" 33 7 2
"23745" 69 11 10
"23746" 167 23 19
"23747" 173 26 24
"23748" 87 21 11
"23749" 7 14 4
"23750" 109 16 9
"23751" 22 20 3
"23752" 51 11 4
"23753" 44 12 4
"23754" 47 12 5
"23755" 63 20 13
"23756" 282 78 34
"23757" 159 17 19
"23758" 37 9 2
"23759" 108 44 10
"23760" 46 12 1
"23761" 139 52 16
"23762" 26 7 4
"23763" 103 22 12
"23764" 215 24 16
"23765" 19 3 4
"23766" 4 15 3
"23767" 7 11 2
"23768" 145 33 19
"23769" 1 2 0
"23770" 44 20 5
"23771" 71 24 10
"23772" 168 31 8
"23773" 59 12 7
"23774" 106 15 11
"23775" 169 43 14
"23776" 5 3 1
"23777" 30 18 8
"23778" 17 20 3
"23779" 25 8 13
"23780" 155 37 8
"23781" 12 7 0
"23782" 22 6 1
"23783" 25 11 5
"23784" 13 5 1
"23785" 361 64 36
"23786" 171 23 17
"23787" 40 12 27
"23788" 2 3 0
"23789" 17 2 2
"23790" 41 10 3
"23791" 5 0 3
"23792" 7 0 0
"23793" 6 0 0
"23794" 6 3 0
"23795" 4 4 0
"23796" 2 2 0
"23797" 4 2 1
"23798" 1 1 0
"23799" 16 1 3
"23800" 336 71 11
"23801" 49 10 3
"23802" 155 35 21
"23803" 50 7 1
"23804" 12 4 0
"23805" 13 9 0
"23806" 146 27 3
"23807" 88 22 11
"23808" 43 2 2
"23809" 202 25 27
"23810" 2 3 0
"23811" 4 2 0
"23812" 21 4 0
"23813" 124 27 10
"23814" 31 2 1
"23815" 28 3 1
"23816" 200 33 3
"23817" 121 33 11
"23818" 169 47 23
"23819" 8 1 3
"23820" 18 4 1
"23821" 67 17 8
"23822" 2 1 1
"23823" 96 29 33
"23824" 130 24 18
"23825" 77 8 7
"23826" 73 14 7
"23827" 12 8 0
"23828" 50 9 2
"23829" 237 63 5
"23830" 10 7 1
"23831" 21 34 4
"23832" 146 27 18
"23833" 12 5 0
"23834" 13 1 2
"23835" 1 0 0
"23836" 10 9 1
"23837" 7 4 1
"23838" 1 7 1
"23839" 12 4 1
"23840" 18 3 0
"23841" 17 3 0
"23842" 5 4 1
"23843" 20 19 3
"23844" 21 2 2
"23845" 26 4 0
"23846" 22 7 1
"23847" 124 11 1
"23848" 17 8 0
"23849" 3 0 0
"23850" 5 1 0
"23851" 22 3 2
"23852" 14 1 0
"23853" 34 4 3
"23854" 26 7 0
"23855" 8 3 0
"23856" 14 5 1
"23857" 2 7 0
"23858" 6 7 1
"23859" 15 2 0
"23860" 141 19 0
"23861" 15 1 1
"23862" 7 5 1
"23863" 122 30 19
"23864" 135 27 18
"23865" 24 6 0
"23866" 23 3 5
"23867" 17 2 0
"23868" 7 0 0
"23869" 6 2 2
"23870" 10 4 1
"23871" 2 1 0
"23872" 2 1 1
"23873" 65 9 5
"23874" 32 4 2
"23875" 53 6 3
"23876" 93 16 1
"23877" 25 7 1
"23878" 99 20 5
"23879" 3 2 1
"23880" 2 2 2
"23881" 13 8 3
"23882" 596 95 56
"23883" 8 6 2
"23884" 4 4 5
"23885" 18 6 10
"23886" 52 36 26
"23887" 226 43 21
"23888" 21 5 2
"23889" 18 3 2
"23890" 146 23 14
"23891" 5 1 8
"23892" 26 3 0
"23893" 17 12 5
"23894" 148 28 20
"23895" 20 7 9
"23896" 90 24 14
"23897" 47 12 7
"23898" 57 22 10
"23899" 110 39 10
"23900" 14 2 0
"23901" 12 10 1
"23902" 4 4 1
"23903" 23 4 2
"23904" 8 2 2
"23905" 60 6 2
"23906" 13 0 0
"23907" 9 3 0
"23908" 8 4 0
"23909" 1 6 1
"23910" 6 2 1
"23911" 112 16 9
"23912" 309 25 34
"23913" 40 14 5
"23914" 11 5 6
"23915" 42 7 3
"23916" 21 2 0
"23917" 112 12 16
"23918" 53 6 6
"23919" 10 5 3
"23920" 21 3 4
"23921" 25 3 0
"23922" 3 12 2
"23923" 5 0 0
"23924" 31 5 16
"23925" 30 7 3
"23926" 107 11 4
"23927" 16 2 1
"23928" 34 4 0
"23929" 6 1 0
"23930" 151 24 17
"23931" 87 16 8
"23932" 120 26 10
"23933" 84 20 12
"23934" 16 5 1
"23935" 53 6 5
"23936" 150 35 13
"23937" 75 19 15
"23938" 6 8 5
"23939" 18 5 3
"23940" 69 23 2
"23941" 9 2 0
"23942" 30 7 3
"23943" 111 5 3
"23944" 18 5 0
"23945" 113 16 15
"23946" 6 3 0
"23947" 7 2 0
"23948" 7 7 1
"23949" 0 1 0
"23950" 2 1 1
"23951" 262 41 25
"23952" 16 3 0
"23953" 7 3 5
"23954" 20 7 0
"23955" 11 1 1
"23956" 103 16 13
"23957" 30 3 0
"23958" 119 15 13
"23959" 68 11 6
"23960" 93 21 8
"23961" 12 4 0
"23962" 6 3 1
"23963" 2 2 1
"23964" 72 24 14
"23965" 101 29 20
"23966" 17 4 3
"23967" 52 14 10
"23968" 6 4 6
"23969" 18 1 4
"23970" 297 63 28
"23971" 15 7 0
"23972" 16 1 0
"23973" 49 14 9
"23974" 21 4 1
"23975" 14 5 2
"23976" 130 23 23
"23977" 10 4 4
"23978" 35 4 4
"23979" 172 32 25
"23980" 32 8 10
"23981" 13 4 3
"23982" 190 35 17
"23983" 70 6 12
"23984" 27 8 3
"23985" 86 13 21
"23986" 2 2 7
"23987" 147 26 25
"23988" 20 6 9
"23989" 20 7 23
"23990" 121 37 10
"23991" 21 4 0
"23992" 4 9 0
"23993" 51 10 8
"23994" 9 2 0
"23995" 3 0 2
"23996" 5 0 0
"23997" 5 1 0
"23998" 4 10 2
"23999" 3 0 0
"24000" 22 3 2
"24001" 11 2 0
"24002" 23 3 4
"24003" 10 3 0
"24004" 167 57 5
"24005" 9 1 3
"24006" 75 17 11
"24007" 23 5 2
"24008" 81 20 11
"24009" 136 30 12
"24010" 17 5 2
"24011" 12 4 2
"24012" 2 12 4
"24013" 10 4 1
"24014" 139 33 33
"24015" 11 8 0
"24016" 33 6 1
"24017" 25 5 1
"24018" 30 5 2
"24019" 87 20 15
"24020" 1 2 0
"24021" 59 13 4
"24022" 26 10 4
"24023" 25 4 1
"24024" 1 1 3
"24025" 17 5 2
"24026" 10 1 2
"24027" 14 8 2
"24028" 278 58 66
"24029" 23 8 5
"24030" 82 26 6
"24031" 125 12 2
"24032" 21 2 0
"24033" 12 1 0
"24034" 22 7 1
"24035" 9 1 4
"24036" 109 37 14
"24037" 18 8 4
"24038" 15 2 4
"24039" 154 31 18
"24040" 124 32 13
"24041" 1 2 1
"24042" 7 4 1
"24043" 7 3 2
"24044" 4 2 1
"24045" 9 6 0
"24046" 52 18 10
"24047" 186 40 27
"24048" 11 1 2
"24049" 3 4 3
"24050" 2 0 3
"24051" 9 4 3
"24052" 18 3 3
"24053" 21 24 20
"24054" 5 1 2
"24055" 10 1 3
"24056" 12 6 1
"24057" 145 25 13
"24058" 128 16 19
"24059" 22 5 2
"24060" 318 36 32
"24061" 56 23 4
"24062" 38 5 3
"24063" 18 5 0
"24064" 17 1 1
"24065" 52 6 1
"24066" 13 6 1
"24067" 109 17 6
"24068" 200 36 22
"24069" 11 4 3
"24070" 136 28 23
"24071" 106 8 7
"24072" 22 7 6
"24073" 46 12 1
"24074" 22 15 5
"24075" 17 3 0
"24076" 21 4 2
"24077" 4 12 4
"24078" 121 20 11
"24079" 9 3 0
"24080" 1 4 1
"24081" 16 6 0
"24082" 10 18 1
"24083" 107 36 17
"24084" 180 25 17
"24085" 6 9 0
"24086" 18 6 0
"24087" 127 22 3
"24088" 51 3 2
"24089" 5 2 2
"24090" 132 17 14
"24091" 8 7 1
"24092" 81 21 12
"24093" 6 1 2
"24094" 137 20 10
"24095" 165 20 2
"24096" 6 7 0
"24097" 13 3 2
"24098" 5 1 0
"24099" 2 2 0
"24100" 1 1 0
"24101" 7 3 0
"24102" 4 3 0
"24103" 19 5 1
"24104" 49 5 1
"24105" 10 0 2
"24106" 3 1 0
"24107" 6 5 0
"24108" 15 8 0
"24109" 1 1 0
"24110" 143 27 14
"24111" 204 28 25
"24112" 70 14 16
"24113" 121 40 29
"24114" 134 58 24
"24115" 40 6 7
"24116" 12 3 5
"24117" 61 14 23
"24118" 62 9 19
"24119" 55 14 14
"24120" 0 0 0
"24121" 81 5 19
"24122" 84 17 7
"24123" 25 2 1
"24124" 53 11 0
"24125" 135 24 16
"24126" 12 4 1
"24127" 59 13 8
"24128" 21 8 8
"24129" 7 2 0
"24130" 111 19 16
"24131" 7 2 2
"24132" 15 6 2
"24133" 9 9 3
"24134" 88 15 17
"24135" 103 37 19
"24136" 16 9 1
"24137" 50 14 9
"24138" 43 8 9
"24139" 3 1 2
"24140" 11 2 0
"24141" 43 9 9
"24142" 0 5 2
"24143" 3 0 0
"24144" 55 12 1
"24145" 6 1 0
"24146" 50 18 11
"24147" 9 1 0
"24148" 82 25 15
"24149" 1 0 0
"24150" 6 3 1
"24151" 5 1 0
"24152" 6 31 5
"24153" 63 21 10
"24154" 22 5 4
"24155" 76 20 1
"24156" 61 23 14
"24157" 76 29 10
"24158" 5 5 2
"24159" 87 15 23
"24160" 10 2 0
"24161" 10 5 1
"24162" 32 8 3
"24163" 60 13 9
"24164" 64 15 17
"24165" 10 5 2
"24166" 81 18 11
"24167" 20 31 3
"24168" 87 18 17
"24169" 12 21 1
"24170" 6 2 2
"24171" 46 9 6
"24172" 102 29 13
"24173" 63 12 8
"24174" 66 14 10
"24175" 79 20 1
"24176" 2 3 2
"24177" 46 14 2
"24178" 6 2 0
"24179" 32 11 6
"24180" 24 7 3
"24181" 4 2 0
"24182" 81 8 7
"24183" 74 21 13
"24184" 9 4 6
"24185" 125 14 6
"24186" 4 2 2
"24187" 9 4 2
"24188" 3 0 1
"24189" 3 2 4
"24190" 94 22 23
"24191" 3 1 2
"24192" 64 17 14
"24193" 74 38 13
"24194" 2 18 3
"24195" 1 0 0
"24196" 5 1 0
"24197" 6 2 0
"24198" 26 6 1
"24199" 14 2 1
"24200" 167 27 3
"24201" 3 2 0
"24202" 5 1 0
"24203" 33 11 1
"24204" 2 2 1
"24205" 3 8 0
"24206" 97 22 0
"24207" 7 2 0
"24208" 79 37 15
"24209" 8 0 0
"24210" 12 6 2
"24211" 42 10 29
"24212" 107 22 15
"24213" 63 17 7
"24214" 7 1 0
"24215" 1 9 3
"24216" 8 1 0
"24217" 66 26 3
"24218" 15 0 1
"24219" 14 0 1
"24220" 44 13 1
"24221" 2 8 0
"24222" 25 5 1
"24223" 7 2 0
"24224" 25 3 1
"24225" 46 26 7
"24226" 75 14 15
"24227" 66 16 11
"24228" 5 3 2
"24229" 44 15 11
"24230" 65 25 21
"24231" 36 13 6
"24232" 75 28 16
"24233" 10 1 0
"24234" 8 3 1
"24235" 24 19 12
"24236" 25 9 3
"24237" 51 28 26
"24238" 100 28 14
"24239" 16 18 10
"24240" 6 24 0
"24241" 7 3 2
"24242" 5 0 1
"24243" 26 0 0
"24244" 88 23 12
"24245" 193 31 13
"24246" 18 3 1
"24247" 4 2 1
"24248" 4 1 2
"24249" 0 0 2
"24250" 0 0 2
"24251" 8 5 2
"24252" 55 13 15
"24253" 6 9 3
"24254" 47 13 9
"24255" 102 34 19
"24256" 107 19 15
"24257" 94 20 16
"24258" 108 23 13
"24259" 37 21 6
"24260" 22 7 0
"24261" 8 4 0
"24262" 57 21 14
"24263" 10 4 2
"24264" 65 19 19
"24265" 93 32 17
"24266" 186 33 2
"24267" 32 10 29
"24268" 15 1 2
"24269" 20 2 2
"24270" 68 13 15
"24271" 13 4 1
"24272" 17 4 3
"24273" 64 11 12
"24274" 12 18 12
"24275" 79 11 11
"24276" 6 1 0
"24277" 17 9 1
"24278" 50 25 12
"24279" 59 15 2
"24280" 8 4 1
"24281" 7 0 0
"24282" 20 7 2
"24283" 75 35 4
"24284" 8 9 3
"24285" 1 5 0
"24286" 3 1 0
"24287" 83 30 12
"24288" 15 4 4
"24289" 46 29 5
"24290" 82 20 10
"24291" 4 1 3
"24292" 10 5 2
"24293" 15 6 1
"24294" 108 39 17
"24295" 9 6 1
"24296" 99 43 13
"24297" 53 16 3
"24298" 19 8 0
"24299" 48 3 6
"24300" 104 25 18
"24301" 6 1 2
"24302" 92 30 8
"24303" 8 10 3
"24304" 35 17 9
"24305" 162 57 22
"24306" 45 12 7
"24307" 124 54 17
"24308" 109 31 26
"24309" 12 4 5
"24310" 4 3 0
"24311" 8 1 0
"24312" 14 3 1
"24313" 101 19 7
"24314" 34 6 1
"24315" 150 34 9
"24316" 58 28 9
"24317" 60 19 7
"24318" 4 9 2
"24319" 4 4 2
"24320" 37 12 10
"24321" 38 15 5
"24322" 10 8 1
"24323" 10 5 0
"24324" 35 19 17
"24325" 17 7 2
"24326" 86 27 8
"24327" 27 27 10
"24328" 32 8 5
"24329" 12 5 1
"24330" 31 14 3
"24331" 3 2 2
"24332" 5 6 4
"24333" 13 5 1
"24334" 3 1 1
"24335" 9 27 10
"24336" 6 1 0
"24337" 7 5 4
"24338" 9 5 3
"24339" 4 5 0
"24340" 5 4 11
"24341" 13 28 6
"24342" 6 12 5
"24343" 3 9 2
"24344" 90 31 6
"24345" 122 34 9
"24346" 6 8 1
"24347" 25 7 2
"24348" 14 13 2
"24349" 14 5 2
"24350" 47 14 9
"24351" 14 2 1
"24352" 15 3 2
"24353" 129 21 3
"24354" 130 45 21
"24355" 29 17 13
"24356" 98 19 12
"24357" 17 2 0
"24358" 14 2 0
"24359" 25 7 2
"24360" 74 19 12
"24361" 23 15 5
"24362" 100 28 16
"24363" 47 17 11
"24364" 6 10 2
"24365" 134 26 14
"24366" 94 20 6
"24367" 44 12 7
"24368" 3 3 0
"24369" 3 7 0
"24370" 57 6 3
"24371" 7 8 0
"24372" 7 3 1
"24373" 7 3 1
"24374" 10 3 0
"24375" 11 3 1
"24376" 2 0 0
"24377" 5 2 0
"24378" 17 3 2
"24379" 13 5 2
"24380" 13 6 1
"24381" 78 23 8
"24382" 5 4 1
"24383" 5 3 0
"24384" 0 5 0
"24385" 3 0 0
"24386" 14 18 3
"24387" 309 60 28
"24388" 8 5 1
"24389" 16 8 4
"24390" 72 20 17
"24391" 69 24 18
"24392" 46 12 16
"24393" 8 1 1
"24394" 8 10 1
"24395" 27 12 1
"24396" 7 3 0
"24397" 30 3 1
"24398" 71 15 13
"24399" 102 31 6
"24400" 38 7 2
"24401" 6 5 3
"24402" 73 19 13
"24403" 68 16 13
"24404" 61 12 4
"24405" 10 2 3
"24406" 10 5 2
"24407" 17 7 2
"24408" 7 8 6
"24409" 70 19 17
"24410" 10 3 1
"24411" 10 3 1
"24412" 174 83 8
"24413" 9 2 1
"24414" 15 6 0
"24415" 29 20 12
"24416" 5 5 1
"24417" 16 3 4
"24418" 22 3 1
"24419" 167 30 37
"24420" 8 7 4
"24421" 6 2 2
"24422" 16 1 0
"24423" 37 9 5
"24424" 111 44 13
"24425" 3 1 0
"24426" 4 3 0
"24427" 1 3 0
"24428" 23 4 6
"24429" 6 12 3
"24430" 12 5 0
"24431" 65 16 8
"24432" 118 28 13
"24433" 107 29 12
"24434" 0 0 0
"24435" 1 3 0
"24436" 2 5 1
"24437" 76 18 2
"24438" 119 14 3
"24439" 5 0 0
"24440" 6 0 0
"24441" 1 0 0
"24442" 125 21 18
"24443" 4 2 0
"24444" 8 1 2
"24445" 12 0 0
"24446" 19 5 2
"24447" 199 24 5
"24448" 15 6 0
"24449" 2 2 0
"24450" 62 14 15
"24451" 7 33 3
"24452" 3 3 4
"24453" 13 17 3
"24454" 7 13 3
"24455" 45 20 14
"24456" 20 9 3
"24457" 5 4 1
"24458" 10 2 1
"24459" 155 47 33
"24460" 5 4 1
"24461" 147 38 26
"24462" 5 9 2
"24463" 120 36 23
"24464" 28 5 5
"24465" 14 3 2
"24466" 57 43 9
"24467" 6 4 1
"24468" 7 1 3
"24469" 3 0 0
"24470" 55 13 7
"24471" 5 3 1
"24472" 77 18 12
"24473" 78 22 12
"24474" 6 4 10
"24475" 13 5 8
"24476" 66 15 5
"24477" 9 2 2
"24478" 50 13 9
"24479" 59 13 10
"24480" 297 11 3
"24481" 26 6 0
"24482" 38 3 2
"24483" 16 1 1
"24484" 3 4 0
"24485" 6 3 1
"24486" 3 0 1
"24487" 69 9 12
"24488" 64 12 4
"24489" 11 3 0
"24490" 11 1 2
"24491" 49 19 5
"24492" 5 15 0
"24493" 86 21 11
"24494" 8 0 0
"24495" 75 21 23
"24496" 13 3 0
"24497" 5 0 0
"24498" 42 5 12
"24499" 20 5 3
"24500" 268 43 22
"24501" 15 2 1
"24502" 6 0 0
"24503" 9 1 1
"24504" 8 3 0
"24505" 1 0 0
"24506" 45 11 8
"24507" 18 20 53
"24508" 19 3 4
"24509" 66 21 9
"24510" 8 8 1
"24511" 120 54 24
"24512" 23 9 4
"24513" 3 5 3
"24514" 40 18 18
"24515" 22 6 11
"24516" 6 1 0
"24517" 3 4 0
"24518" 78 15 7
"24519" 8 2 0
"24520" 17 6 3
"24521" 9 1 0
"24522" 6 2 1
"24523" 151 34 14
"24524" 6 0 0
"24525" 4 9 2
"24526" 10 0 1
"24527" 5 0 1
"24528" 2 2 0
"24529" 4 1 0
"24530" 52 18 8
"24531" 2 11 2
"24532" 2 7 2
"24533" 9 2 1
"24534" 8 0 0
"24535" 5 0 1
"24536" 11 4 1
"24537" 4 5 0
"24538" 88 16 3
"24539" 114 24 12
"24540" 75 16 11
"24541" 5 8 5
"24542" 108 29 12
"24543" 8 5 3
"24544" 100 8 3
"24545" 32 7 1
"24546" 39 9 2
"24547" 185 48 22
"24548" 15 4 1
"24549" 140 64 19
"24550" 15 1 8
"24551" 62 23 11
"24552" 4 2 1
"24553" 20 4 5
"24554" 7 7 0
"24555" 11 3 0
"24556" 179 18 6
"24557" 87 22 7
"24558" 37 14 5
"24559" 16 4 2
"24560" 186 60 34
"24561" 6 5 1
"24562" 181 45 27
"24563" 16 4 1
"24564" 127 16 16
"24565" 29 4 5
"24566" 268 33 7
"24567" 35 14 1
"24568" 114 42 10
"24569" 4 1 0
"24570" 4 5 1
"24571" 4 4 1
"24572" 6 3 3
"24573" 27 10 46
"24574" 3 2 5
"24575" 14 1 0
"24576" 5 2 1
"24577" 9 3 0
"24578" 3 2 2
"24579" 67 15 10
"24580" 8 3 0
"24581" 77 22 4
"24582" 59 14 9
"24583" 6 0 0
"24584" 2 16 0
