Distance from Center (cmd=annotatePeaks.pl tss mm9 -size 10000 -hist 20 -len 1 -d KZ1279_GB1403/ KZ1279_GB1405/ KZ1279_GB1407/ KZ1279_GB1420/ KZ1279_GB1422/ KZ1279_GB1424/)	KZ1279_GB1403/ Coverage	KZ1279_GB1403/ + Tags	KZ1279_GB1403/ - Tags	KZ1279_GB1405/ Coverage	KZ1279_GB1405/ + Tags	KZ1279_GB1405/ - Tags	KZ1279_GB1407/ Coverage	KZ1279_GB1407/ + Tags	KZ1279_GB1407/ - Tags	KZ1279_GB1420/ Coverage	KZ1279_GB1420/ + Tags	KZ1279_GB1420/ - Tags	KZ1279_GB1422/ Coverage	KZ1279_GB1422/ + Tags	KZ1279_GB1422/ - Tags	KZ1279_GB1424/ Coverage	KZ1279_GB1424/ + Tags	KZ1279_GB1424/ - Tags
-5000	13.1395532123056854	0.00321397706272420911	0.00307814708120447871	12.2491575171214262	0.00289596695292966622	0.00294488531362104571	11.0810957712794869	0.00275529948907489945	0.00264299108598760735	14.8991194695075552	0.0034741276225676704	0.00362164365691923034	13.0710675073377541	0.0032730459832590499	0.00286479508642243721	12.1151212088270464	0.00294423306881182737	0.00293428633547124687
-4980	13.1355582128492227	0.00323794705946298506	0.00303420208718338946	11.7599739102076313	0.00286074573323187298	0.00274529840200021737	10.4371942602456789	0.00255314436351777367	0.00245581041417545386	15.1291444722252419	0.00372415479943472115	0.00351038156321339276	13.3174258071529514	0.00321673551472986194	0.00314282802478530275	13.2689422763343842	0.00308348733557995434	0.0032724752690509838
-4960	13.003723230785955	0.00316204206979019454	0.00302421458854223281	11.8069355364713556	0.00285487552994890744	0.00279421676269159686	12.2790520708772693	0.00283765898467224699	0.0031221736058267203	14.9016197412762257	0.00359664093923252526	0.00350038047613871073	13.4722795956082183	0.00328712360039134689	0.00313226981193608001	12.4334166757256223	0.00299396673551472986	0.00291439286879008587
-4940	12.9557832373084031	0.00321797206218067177	0.00296029459723883027	12.1121861071855636	0.00300358734645070111	0.00277856288727035542	11.620176106098489	0.00301735242961191434	0.0025007337754103707	15.1966518099793456	0.00382291553429720619	0.00344787476899663007	13.810142406783346	0.00331879823893901512	0.00319561908903141646	12.9506468094358082	0.00321279486900750081	0.00306359386889879334
-4920	13.1235732144798348	0.00322596206109359709	0.00307415208174801605	12.2413305794108055	0.00298597673660180449	0.00279813023154690722	12.6683878682465485	0.00290504402652462225	0.0030473013371018589	14.9316230025002718	0.00366414827698662897	0.00348537884552668768	13.5849005326665942	0.00323081313186215893	0.00318506087618219372	12.1151212088270464	0.00295417980215240786	0.0027751386020219589
-4900	13.331313186215893	0.00329787205130992495	0.00301822208935753882	12.0339167300793565	0.00281182737254049348	0.0028685726709424937	11.7699206435482118	0.00289006957277964997	0.00264299108598760735	15.184150451135993	0.0037254049353190564	0.00350788129144472225	13.0499510816393086	0.00309355636482226329	0.00310763398195456028	12.9904337427981302	0.00333215566909446679	0.00284476573540602239
-4880	13.2953581911077291	0.00331385204913577558	0.00299824709207522553	12.4213501467550821	0.00297814979889118377	0.00295858245461463197	12.2940265246222415	0.0030473013371018589	0.00278524839656484401	14.9841287096423524	0.00372165452766605064	0.00340412001304489619	14.0072290466355039	0.00319209968474834221	0.00349476845309272748	13.3485161430590282	0.00333215566909446679	0.00308348733557995434
-4860	13.4351831720839222	0.00328189205348407431	0.00310411457767148599	12.2021958908577019	0.0028783563430807696	0.00287248613979780406	11.9346396347429068	0.00286012066528970541	0.00274781226220241331	15.2891618654201544	0.00373665615827807369	0.00356163713447113816	14.1550440265246222	0.00344901619741276227	0.0032730459832590499	12.7119252092618763	0.0027850853353625394	0.00321279486900750081
-4840	13.2074682030655506	0.00308813457984563535	0.0031520545711490379	12.1239265137514947	0.00301728448744428736	0.00276877921513207953	12.4437710620719643	0.00291253125339710839	0.00298740352212196978	15.164148276986629	0.00375540819654310249	0.00345287531253397109	13.7186378954234156	0.00347013262311120775	0.0030794787476899663	13.7264920100010871	0.0032525818023698228	0.00336199586911620828
-4820	12.839928253070986	0.00318001956734427651	0.0029622920969670616	11.4351559952168714	0.00284313512338297636	0.00260832699206435478	11.2158658549842374	0.00289755679965213611	0.00255314436351777367	14.8941189259702142	0.00368790085878899879	0.00339786933362321992	14.5632949233612349	0.00356163713447113818	0.00339622513316664856	12.1549081421893684	0.00313322100228285683	0.00259609740189150994
-4800	12.8359332536145233	0.00308014458093271004	0.00300224209153168819	12.0573975432112186	0.00296445265789759751	0.00277856288727035542	11.8597673660180454	0.0030098652027394282	0.00271037612783998261	14.9641265354929884	0.00362914447222524186	0.00348412870964235243	13.3526198499836939	0.00322729372757908469	0.00303372649201000108	14.4426568105228829	0.00341172953581911077	0.00342167626915969127
-4780	13.0197032286118056	0.00313807207305141859	0.00309013207957386668	12.0965322317643222	0.00296053918904228715	0.0028000869659745624	11.2907381237090988	0.00289755679965213611	0.00249324654853788456	15.1866507229046636	0.00363664528753125338	0.00358038917273616697	12.9654853788455267	0.00326952657897597565	0.00290702793781932818	12.8511794760300033	0.00284476573540602239	0.00339183606913794977
-4760	13.003723230785955	0.00315604957060550055	0.00306016958365039674	11.9752146972497011	0.00276682248070442435	0.00290575062506794212	11.1559680400043483	0.00272535058158495489	0.00263550385911512121	15.1366452875312534	0.00366539841287096423	0.00351788237851940428	14.450673986302859	0.00332231764322208936	0.00355107892162191544	13.7662789433634091	0.0032824220023915643	0.00299396673551472986
-4740	12.7919882595934341	0.00313407707359495593	0.00298626209370583755	11.9673877595390803	0.00285683226437656262	0.00283530818567235564	11.9046907272529623	0.0030473013371018589	0.00263550385911512121	15.6316990977280139	0.00380541363191651264	0.00361664311338188933	13.6200945754973367	0.00319561908903141646	0.00329064300467442114	13.2689422763343842	0.00334210240243504728	0.00303375366887705185
-4720	12.9038482443743885	0.00313008207413849327	0.00303420208718338946	11.2903576475703881	0.00264746168061745838	0.00274921187085552773	11.4105337536688771	0.00287509511903467769	0.00256811881726274595	14.8691162082835091	0.00361039243396021306	0.00345662572018697684	12.8317480160887053	0.00300909066202848135	0.00309003696053918904	13.1694749429285792	0.00298402000217414936	0.0032625285357104033
