Distance from Center (cmd=annotatePeaks.pl tss mm9 -size 10000 -hist 20 -len 1 -d 3T3_ChIP_bulk KZ1225_GB0451 3T3_ChIC_KZ1245_2 3T3_ChIC_KZ1245_3 3T3_ChIC_KZ1245_4)	3T3_ChIP_bulk Coverage	3T3_ChIP_bulk + Tags	3T3_ChIP_bulk - Tags	KZ1225_GB0451 Coverage	KZ1225_GB0451 + Tags	KZ1225_GB0451 - Tags	3T3_ChIC_KZ1245_2 Coverage	3T3_ChIC_KZ1245_2 + Tags	3T3_ChIC_KZ1245_2 - Tags	3T3_ChIC_KZ1245_3 Coverage	3T3_ChIC_KZ1245_3 + Tags	3T3_ChIC_KZ1245_3 - Tags	3T3_ChIC_KZ1245_4 Coverage	3T3_ChIC_KZ1245_4 + Tags	3T3_ChIC_KZ1245_4 - Tags
-5000	13.8649309707576911	0.00326220241330579414	0.00335979454288509622	13.8462332862267638	0.00327148331340363079	0.00333362321991520814	13.3730568540058702	0.00295344602674203718	0.00347626100663115556	15.9595879986955104	0.0032480568540058702	0.00449114034134145016	13.6593107946515926	0.00283030764213501468	0.00350712033916730079
-4980	13.5909881508859659	0.00316518099793455815	0.00332212740515273402	12.6911620828350908	0.00291692031742580712	0.0030265789759756495	13.4097456245244048	0.00328364496140884879	0.00312771768670507664	14.9972007826937711	0.00344855419067289923	0.00376934992934014567	14.3976519186868138	0.00307642135014675508	0.00393781932818784651
-4960	13.8478095445157082	0.00332954668985759324	0.00326505598434612461	13.5172573105772367	0.0031472035003804761	0.00331169148820523966	12.9694803783019893	0.00321026742037177954	0.00286172410044570062	15.0773997173605827	0.00368915099467333406	0.00328815632133927601	15.135993042722035	0.0035686487661702359	0.0035686487661702359
-4940	13.7816066963800413	0.00331299597782367651	0.00324279813023154694	13.5026361561039243	0.00311796119143385147	0.00331534677682356774	13.9050440265246222	0.00345791662137188825	0.00310020110881617567	18.0447603000326122	0.00396984726600717469	0.00465153821067507338	13.6593107946515926	0.003630177193173171	0.00289183606913794978
-4920	13.4779867376888792	0.00326790955538645508	0.00314577671486031096	12.9543428633547125	0.00312527176867050763	0.0030083025328840091	13.538156321339276	0.00331116153929774976	0.00303599576040874008	16.3605826720295684	0.0040500462006739863	0.00368915099467333406	14.520708772692684	0.00406087618219371671	0.00289183606913794978
-4900	13.5887052940537015	0.00325877812805739758	0.00322054027611696928	13.254076530057615	0.00291326502880747904	0.00341403956951842588	14.363653658006305	0.00335702250244591803	0.00359549951081639309	15.2377975866942059	0.00413024513534079791	0.0032079573866724644	11.1981737145341885	0.00289183606913794978	0.00264572236112620937
-4880	13.8592238286770301	0.00338775953908033483	0.00320627242091531693	12.6911620828350908	0.00295347320360908791	0.00308871888248722684	13.8866996412653549	0.00322861180563104685	0.00336619469507555169	15.3981954560278291	0.00332825578867268181	0.0040500462006739863	14.7668224807044244	0.0037532340471790412	0.00344559191216436569
-4860	14.1149037938906403	0.00338433525383193827	0.00331014240678334604	13.2686976845309273	0.00322030927274703769	0.00319106696380041305	13.3914012392651375	0.00310937330144580933	0.0033019893466681161	16.6011794760300033	0.00364905152733992825	0.00388964833134036308	15.3821067507337754	0.00319947820415262529	0.0037532340471790412
-4840	13.64006957277965	0.00329986955103815635	0.00321197956299597787	12.610745733231873	0.00302292368735732142	0.00297540493531905639	13.2263017719317317	0.00317357864985324492	0.00306351233829764105	15.3179965213610175	0.00356885259267311664	0.00376934992934014567	15.135993042722035	0.00424546146320252202	0.00307642135014675508
-4820	13.2987824763561257	0.00315662028481356674	0.00318116099576040879	12.9177899771714317	0.00305947657354060221	0.00320568811827372537	12.8227252962278509	0.00325612838351994782	0.002825035329927166	15.1575986520273943	0.00364905152733992825	0.00368915099467333406	14.520708772692684	0.00430698989020545712	0.00270725078812914447
-4800	13.6469181432764431	0.00327247526905098384	0.00321483313403630834	13.2394553755843026	0.00323858571583867808	0.00308871888248722684	12.7860365257093162	0.0029075850635938689	0.00318275084248287857	18.1249592346994239	0.00417034460267420372	0.00453123980867485596	13.1670833786281118	0.00295336449614088488	0.0035071203391673008
-4780	13.658332427437765	0.0032564952712251332	0.00322396456136536584	14.0582400260897924	0.00331900206544189582	0.00329707033373192735	13.9600771823024242	0.00318275084248287857	0.00339371127296445266	13.3130231546907273	0.00308765898467224698	0.00332825578867268181	16.4896184367866072	0.00399934775519078161	0.0038147624741819763
-4760	13.9356995325578867	0.0033620773997173606	0.00326220241330579414	13.5391890422872051	0.00313623763452549187	0.00323858571583867808	14.1618654201543646	0.00336619469507555169	0.00339371127296445266	17.1625720186976845	0.00473173714534188499	0.00364905152733992825	13.290140232633982	0.00332253505815849549	0.00301489292314381998
-4740	13.9162952494836395	0.0033620773997173606	0.00324850527231220789	12.65460919665181	0.00300099195564735294	0.00299733666702902486	13.3180236982280683	0.00309102891618654202	0.00324695619089031416	14.6764050440265246	0.00380944939667355147	0.00308765898467224698	15.0129361887161648	0.00338406348516143059	0.0036917056201761061
-4720	14.0350038047613871	0.00334666811609957606	0.0033238395477769323	12.7423361234916839	0.00289498858571583865	0.00324224100445700616	13.9050440265246222	0.003384539080334819	0.00333867811718665072	13.9546146320252201	0.00344855419067289923	0.0032079573866724644	16.4896184367866072	0.00338406348516143059	0.00443004674421132732
-4700	14.0327209479291227	0.00334723883030764216	0.00330900097836721385	13.5172573105772367	0.00321665398412870961	0.00320203282965539729	13.4831231655614741	0.00332033373192738341	0.00313688987933471029	16.8417762800304381	0.00372925046200673986	0.00421044407000760952	18.3354712468746603	0.00498380258723774324	0.0037532340471790412
-4680	14.0863680834873356	0.00336436025654962498	0.00333411240352212199	12.8373736275682139	0.00298271551255571255	0.00311065061419719531	13.5198119360800087	0.00310937330144580933	0.00323778399826068051	14.3556093053592782	0.0032079573866724644	0.00344855419067289923	13.6593107946515926	0.00319947820415262529	0.00313794977714969019
-4660	14.2005109251005544	0.00338890096749646702	0.00334096097401891512	12.8593053592781824	0.00329707033373192735	0.00287305685400587018	13.7766333297097511	0.00317357864985324492	0.00336619469507555169	15.3179965213610175	0.00352875312533971084	0.00340845472333949342	14.6437656266985542	0.00412240460919665181	0.00283030764213501468
-4640	14.0738123709098815	0.003352375258180237	0.00336550168496575716	13.7146428959669529	0.00318010109794542882	0.00334824437438852045	13.7032557886726818	0.00316440645722361126	0.00331116153929774976	15.1575986520273943	0.00441094140667463855	0.00288716164800521796	13.905424502663333	0.0036917056201761061	0.00283030764213501468
