"KZ730-GA6909_0_0_mapq10_noDup.bed" "Lit_ESC_H3K4me3_0_0_mapq10_noDup.bed" "Lit_naive_H3K4me3_0_0_mapq10_noDup.bed"
"22468" 1424 103 83
"22469" 1415 122 167
"22470" 1290 86 139
"22471" 158 2 8
"22472" 24 6 53
"22473" 125 14 4
"22474" 190 3 15
"22475" 83 4 7
"22476" 124 9 316
"22477" 189 3 16
"22478" 87 4 14
"22479" 40 1 62
"22480" 135 5 12
"22481" 1457 126 94
"22482" 1390 99 133
"22483" 1579 109 97
"22484" 111 1 2
"22485" 743 40 50
"22486" 1216 91 114
"22487" 79 0 1
"22488" 78 6 13
"22489" 156 0 0
"22490" 86 2 1
"22491" 292 7 16
"22492" 104 2 6
"22493" 201 1 11
"22494" 88 2 3
"22495" 1147 123 93
"22496" 194 4 11
"22497" 2355 104 102
"22498" 1452 18 25
"22499" 59 0 0
"22500" 209 5 7
"22501" 181 5 6
"22502" 117 1 7
"22503" 166 0 1
"22504" 105 0 1
"22505" 471 1 8
"22506" 961 41 60
"22507" 1538 77 99
"22508" 682 98 138
"22509" 757 243 145
"22510" 310 51 51
"22511" 587 91 60
"22512" 903 134 196
"22513" 16 3 33
"22514" 1025 160 87
"22515" 316 19 21
"22516" 4 20 1
"22517" 292 6 4
"22518" 0 7 25
"22519" 1147 27 92
"22520" 2 3 19
"22521" 7 3 36
"22522" 838 79 26
"22523" 88 6 11
"22524" 693 84 107
"22525" 6 28 33
"22526" 2 17 1
"22527" 123 0 2
"22528" 870 70 3
"22529" 204 0 2
"22530" 398 95 59
"22531" 122 5 2
"22532" 89 5 1
"22533" 4 19 2
"22534" 595 102 27
"22535" 9 64 3
"22536" 77 1 1
"22537" 394 41 67
"22538" 954 115 6
"22539" 143 2 2
"22540" 25 103 0
"22541" 4 25 1
"22542" 966 200 263
"22543" 356 20 196
"22544" 100 0 13
"22545" 831 32 254
"22546" 724 127 114
"22547" 353 24 132
"22548" 1171 203 169
"22549" 74 2 0
"22550" 64 1 19
"22551" 145 1 4
"22552" 7 2 51
"22553" 175 2 1
"22554" 90 1 3
"22555" 2 24 6
"22556" 20 68 21
"22557" 189 2 1
"22558" 536 41 57
"22559" 796 107 91
"22560" 8 2 180
"22561" 400 74 45
"22562" 3 17 0
"22563" 685 102 150
"22564" 449 67 47
"22565" 276 2 1
"22566" 769 7 23
"22567" 844 39 2
"22568" 791 102 90
"22569" 9 0 16
"22570" 1960 203 237
"22571" 2 2 19
"22572" 460 80 75
"22573" 3 0 17
"22574" 552 113 85
"22575" 258 4 5
"22576" 0 1 39
"22577" 3 3 60
"22578" 726 88 118
"22579" 404 125 54
"22580" 22 38 1
"22581" 688 102 90
"22582" 728 33 93
"22583" 198 50 18
"22584" 2 21 2
"22585" 95 0 1
"22586" 77 0 0
"22587" 83 1 4
"22588" 92 12 31
"22589" 283 0 3
"22590" 61 3 0
"22591" 478 89 93
"22592" 21 1 63
"22593" 115 1 9
"22594" 602 2 4
"22595" 115 0 2
"22596" 76 2 8
"22597" 8 1 22
"22598" 65 0 0
"22599" 605 61 112
"22600" 4 34 12
"22601" 5 1 30
"22602" 88 2 10
"22603" 1392 273 161
"22604" 760 107 132
"22605" 30 16 176
"22606" 443 52 61
"22607" 796 61 9
"22608" 79 1 2
"22609" 66 1 0
"22610" 662 128 100
"22611" 576 39 130
"22612" 5 4 130
"22613" 9 0 58
"22614" 2 0 12
"22615" 156 0 2
"22616" 999 4 17
"22617" 1018 91 211
"22618" 44 4 268
"22619" 137 2 5
"22620" 205 6 130
"22621" 58 1 0
"22622" 0 15 8
"22623" 366 59 76
"22624" 1216 35 17
"22625" 64 3 1
"22626" 278 3 3
"22627" 838 27 184
"22628" 21 3 169
"22629" 61 0 0
"22630" 947 134 28
"22631" 62 1 2
"22632" 109 1 1
"22633" 95 0 1
"22634" 21 38 0
"22635" 91 5 6
"22636" 11 4 227
"22637" 1000 177 126
"22638" 75 0 0
"22639" 88 2 2
"22640" 516 42 39
"22641" 3 4 34
"22642" 1597 80 431
"22643" 76 0 0
"22644" 4 5 28
"22645" 76 1 2
"22646" 52 1 3
"22647" 10 8 25
"22648" 1205 122 143
"22649" 1166 70 95
"22650" 126 1 1
"22651" 170 0 7
"22652" 361 17 82
"22653" 172 4 35
"22654" 66 3 0
"22655" 82 2 2
"22656" 54 1 3
"22657" 871 100 178
"22658" 126 1 0
"22659" 214 0 1
"22660" 1828 28 106
"22661" 117 2 0
"22662" 3 15 2
"22663" 99 0 2
"22664" 56 0 0
"22665" 61 0 2
"22666" 35 0 26
"22667" 1738 126 332
"22668" 498 9 80
"22669" 5 0 18
"22670" 640 82 211
"22671" 568 54 202
"22672" 73 0 7
"22673" 732 120 94
"22674" 892 191 174
"22675" 917 172 191
"22676" 636 112 120
"22677" 182 1 20
"22678" 524 33 80
"22679" 114 0 1
"22680" 83 0 1
"22681" 743 95 78
"22682" 503 18 4
"22683" 160 1 2
"22684" 76 3 3
"22685" 933 165 94
"22686" 357 90 102
"22687" 543 60 66
"22688" 4 0 30
"22689" 145 44 2
"22690" 78 2 4
"22691" 1275 28 73
"22692" 453 58 69
"22693" 65 1 1
"22694" 1036 4 5
"22695" 145 0 1
"22696" 47 2 0
"22697" 859 74 14
"22698" 35 26 139
"22699" 116 2 2
"22700" 699 85 96
"22701" 91 2 2
"22702" 511 50 62
"22703" 115 0 2
"22704" 153 35 99
"22705" 498 36 37
"22706" 471 36 68
"22707" 75 0 5
"22708" 85 0 1
"22709" 179 2 5
"22710" 517 49 120
"22711" 439 52 43
"22712" 397 30 23
"22713" 52 1 2
"22714" 204 0 4
"22715" 81 1 1
"22716" 610 100 107
"22717" 1266 211 144
"22718" 556 13 171
"22719" 724 63 85
"22720" 75 0 1
"22721" 1486 39 7
"22722" 113 1 5
"22723" 72 2 2
"22724" 103 0 3
"22725" 83 0 2
"22726" 90 3 0
"22727" 55 0 2
"22728" 152 2 0
"22729" 12 34 0
"22730" 55 0 1
"22731" 258 2 2
"22732" 109 0 0
"22733" 61 0 1
"22734" 70 0 4
"22735" 589 34 95
"22736" 6 1 41
"22737" 5 69 1
"22738" 171 0 2
"22739" 16 16 38
"22740" 506 48 177
"22741" 110 0 0
"22742" 115 3 5
"22743" 8 1 40
"22744" 66 0 3
"22745" 63 0 1
"22746" 191 0 6
"22747" 68 1 9
"22748" 1246 144 180
"22749" 102 1 2
"22750" 3 1 47
"22751" 70 3 2
"22752" 43 1 2
"22753" 855 60 142
"22754" 69 1 0
"22755" 428 5 6
"22756" 401 0 3
"22757" 462 3 9
"22758" 61 0 0
"22759" 64 0 0
"22760" 23 85 42
"22761" 27 106 66
"22762" 67 0 2
"22763" 3 3 38
"22764" 10 1 30
"22765" 799 46 174
"22766" 104 0 3
"22767" 286 1 4
"22768" 133 0 0
"22769" 66 1 2
"22770" 78 1 2
"22771" 86 1 0
"22772" 62 2 3
"22773" 138 1 1
"22774" 47 1 1
"22775" 112 2 1
"22776" 73 2 1
"22777" 13 1 66
"22778" 117 0 58
"22779" 122 1 5
"22780" 1175 27 78
"22781" 591 79 85
"22782" 14 130 6
"22783" 1127 284 158
"22784" 69 0 0
"22785" 894 71 48
"22786" 68 1 2
"22787" 122 1 2
"22788" 1355 39 3
"22789" 1437 19 11
"22790" 171 1 3
"22791" 63 0 2
"22792" 121 0 2
"22793" 290 24 36
"22794" 485 71 92
"22795" 558 69 112
"22796" 539 80 80
"22797" 946 210 167
"22798" 95 0 2
"22799" 51 0 0
"22800" 2 2 33
"22801" 680 105 90
"22802" 14 3 23
"22803" 7 3 71
"22804" 189 2 2
"22805" 105 0 1
"22806" 95 2 1
"22807" 68 1 0
"22808" 112 4 32
"22809" 447 4 12
"22810" 7 5 55
"22811" 5 0 31
"22812" 550 114 121
"22813" 109 0 2
"22814" 83 5 50
"22815" 897 161 127
"22816" 926 264 110
"22817" 8 101 4
"22818" 94 2 6
"22819" 96 4 4
"22820" 89 0 2
"22821" 86 0 0
"22822" 119 1 5
"22823" 476 78 113
"22824" 389 81 50
"22825" 726 38 50
"22826" 555 77 70
"22827" 728 118 101
"22828" 900 108 109
"22829" 7 4 42
"22830" 327 31 2
"22831" 14 66 6
"22832" 9 103 2
"22833" 761 83 181
"22834" 359 44 67
"22835" 4 0 19
"22836" 28 4 20
"22837" 199 66 49
"22838" 564 125 113
"22839" 690 47 259
"22840" 124 2 6
"22841" 459 91 87
"22842" 177 17 67
"22843" 1245 237 249
"22844" 485 76 155
"22845" 1284 150 131
"22846" 114 2 21
"22847" 619 144 100
"22848" 98 0 2
"22849" 222 2 2
"22850" 4 1 77
"22851" 1071 95 109
"22852" 403 36 104
"22853" 309 10 1
"22854" 412 75 27
"22855" 7 17 1
"22856" 8 17 0
"22857" 2433 69 43
"22858" 715 3 397
"22859" 76 1 2
"22860" 3 3 129
"22861" 340 64 75
"22862" 419 27 96
"22863" 71 0 2
"22864" 734 42 27
"22865" 468 62 74
"22866" 1 7 26
"22867" 680 219 85
"22868" 511 90 66
"22869" 68 1 2
"22870" 5 12 1
"22871" 7 34 22
"22872" 5 23 2
"22873" 22 28 3
"22874" 16 25 25
"22875" 3 13 2
"22876" 3 18 1
"22877" 3 1 19
"22878" 328 77 62
"22879" 527 89 141
"22880" 16 11 51
"22881" 826 106 117
"22882" 754 148 184
"22883" 76 7 4
"22884" 997 272 100
"22885" 7 18 137
"22886" 57 0 3
"22887" 231 3 4
"22888" 917 122 126
"22889" 16 0 21
"22890" 79 1 4
"22891" 6 1 21
"22892" 595 55 111
"22893" 502 194 62
"22894" 133 2 3
"22895" 633 157 70
"22896" 83 7 4
"22897" 301 74 40
"22898" 66 1 0
"22899" 0 15 10
"22900" 373 52 52
"22901" 4 29 0
"22902" 2 16 1
"22903" 380 5 60
"22904" 5 64 7
"22905" 945 127 105
"22906" 607 75 67
"22907" 760 97 122
"22908" 589 42 104
"22909" 643 45 142
"22910" 58 9 173
"22911" 23 3 55
"22912" 45 11 165
"22913" 21 8 90
"22914" 1131 170 163
"22915" 1335 180 117
"22916" 149 4 14
"22917" 819 14 14
"22918" 220 2 3
"22919" 87 0 3
"22920" 615 51 87
"22921" 84 1 0
"22922" 81 0 1
"22923" 150 2 3
"22924" 166 3 5
"22925" 155 2 0
"22926" 501 45 39
"22927" 93 8 6
"22928" 1613 242 137
"22929" 3 0 31
"22930" 120 0 5
"22931" 8 4 43
"22932" 401 22 39
"22933" 54 5 0
"22934" 85 2 4
"22935" 586 43 78
"22936" 237 6 4
"22937" 74 6 2
"22938" 666 109 133
"22939" 153 11 2
"22940" 303 3 13
"22941" 197 0 1
"22942" 1815 119 44
"22943" 8 1 23
"22944" 2 1 28
"22945" 565 31 27
"22946" 3 13 0
"22947" 1040 6 97
"22948" 846 141 131
"22949" 1393 56 93
"22950" 175 4 5
"22951" 64 13 11
"22952" 164 12 12
"22953" 159 39 13
"22954" 6 58 14
"22955" 938 148 408
"22956" 293 67 60
"22957" 6 0 29
"22958" 398 20 19
"22959" 223 22 7
"22960" 214 15 29
"22961" 839 67 62
"22962" 91 1 0
"22963" 109 0 6
"22964" 26 1 18
"22965" 18 2 149
"22966" 411 19 12
"22967" 246 23 36
"22968" 263 52 14
"22969" 181 0 7
"22970" 1005 108 202
"22971" 557 68 103
"22972" 0 16 1
"22973" 233 3 33
"22974" 1 4 22
"22975" 88 2 2
"22976" 78 3 22
"22977" 85 0 2
"22978" 948 4 7
"22979" 7 0 35
"22980" 857 62 6
"22981" 56 0 1
"22982" 202 6 29
"22983" 59 1 0
"22984" 1467 291 92
"22985" 8 21 19
"22986" 224 4 4
"22987" 229 2 4
"22988" 114 29 21
"22989" 82 2 2
"22990" 98 0 3
"22991" 86 2 7
"22992" 147 0 1
"22993" 564 76 103
"22994" 69 0 7
"22995" 948 118 91
"22996" 296 3 8
"22997" 85 1 6
"22998" 65 0 1
"22999" 1 16 2
"23000" 13 5 102
"23001" 756 19 106
"23002" 643 70 37
"23003" 80 1 3
"23004" 166 0 26
"23005" 2 22 1
"23006" 1259 223 217
"23007" 230 4 7
"23008" 617 51 126
"23009" 1249 258 104
"23010" 846 93 94
"23011" 35 4 38
"23012" 83 3 0
"23013" 247 5 38
"23014" 80 8 49
"23015" 88 5 2
"23016" 71 1 5
"23017" 793 77 18
"23018" 183 4 1
"23019" 1410 191 20
"23020" 113 8 2
"23021" 5 126 1
"23022" 169 2 1
"23023" 79 0 1
"23024" 222 0 4
"23025" 101 0 1
"23026" 1530 4 7
"23027" 575 99 70
"23028" 502 38 16
"23029" 57 1 0
"23030" 10 30 0
"23031" 11 80 39
"23032" 103 3 6
"23033" 590 38 110
"23034" 1831 260 230
"23035" 707 99 69
"23036" 620 50 151
"23037" 1283 180 121
"23038" 25 1 36
"23039" 2511 116 155
"23040" 183 1 1
"23041" 87 0 0
"23042" 70 0 1
"23043" 292 24 45
"23044" 15 18 0
"23045" 245 59 96
"23046" 428 48 2
"23047" 543 70 81
"23048" 423 37 77
"23049" 959 103 147
"23050" 178 0 5
"23051" 1549 175 187
"23052" 203 3 1
"23053" 1884 118 63
"23054" 444 48 107
"23055" 82 14 28
"23056" 165 0 1
"23057" 68 0 1
"23058" 143 1 1
"23059" 23 1 26
"23060" 101 1 0
"23061" 73 0 0
"23062" 260 3 3
"23063" 139 0 0
"23064" 25 0 68
"23065" 60 0 2
"23066" 155 2 5
"23067" 104 0 2
"23068" 119 2 0
"23069" 1191 152 232
"23070" 788 76 93
"23071" 172 5 57
"23072" 448 34 57
"23073" 615 41 89
"23074" 507 6 19
"23075" 329 2 5
"23076" 577 58 171
"23077" 435 30 36
"23078" 1602 43 47
"23079" 557 32 35
"23080" 416 8 22
"23081" 308 13 21
"23082" 641 54 56
"23083" 11 54 1
"23084" 470 46 33
"23085" 100 1 0
"23086" 276 23 13
"23087" 447 30 38
"23088" 803 65 98
"23089" 188 18 9
"23090" 257 21 24
"23091" 293 17 34
"23092" 742 37 57
"23093" 645 34 57
"23094" 224 0 0
"23095" 151 15 2
"23096" 580 44 80
"23097" 235 20 17
"23098" 655 54 103
"23099" 16 57 2
"23100" 344 0 2
"23101" 499 34 72
"23102" 70 3 1
"23103" 82 4 1
"23104" 505 19 15
"23105" 2038 191 359
"23106" 727 113 168
"23107" 209 74 9
"23108" 2 21 40
"23109" 206 125 35
"23110" 14 5 49
"23111" 1923 142 142
"23112" 14 32 5
"23113" 688 88 18
"23114" 260 3 6
"23115" 583 80 44
"23116" 512 26 44
"23117" 4 16 8
"23118" 244 1 22
"23119" 594 63 63
"23120" 6 29 6
"23121" 5 9 87
"23122" 1448 201 193
"23123" 796 114 79
"23124" 14 16 4
"23125" 474 7 33
"23126" 143 33 4
"23127" 3 15 0
"23128" 691 103 58
"23129" 720 113 97
"23130" 71 6 8
"23131" 301 80 59
"23132" 1021 156 137
"23133" 537 74 79
"23134" 3 23 12
"23135" 479 65 76
"23136" 756 160 57
"23137" 77 0 3
"23138" 69 3 36
"23139" 370 81 152
"23140" 1015 201 194
"23141" 572 64 66
"23142" 545 65 60
"23143" 1215 197 184
"23144" 470 58 117
"23145" 4 68 4
"23146" 1269 240 162
"23147" 6 18 3
"23148" 807 123 190
"23149" 734 79 73
"23150" 39 37 3
"23151" 66 1 2
"23152" 932 136 100
"23153" 0 16 2
"23154" 15 29 5
"23155" 772 139 63
"23156" 577 80 74
"23157" 1388 322 224
"23158" 398 39 57
"23159" 80 41 14
"23160" 10 51 43
"23161" 122 0 1
"23162" 1160 151 215
"23163" 4 30 9
"23164" 1078 184 237
"23165" 1335 229 271
"23166" 869 96 211
"23167" 795 110 127
"23168" 2061 213 191
"23169" 86 1 3
"23170" 439 41 129
"23171" 497 81 41
"23172" 866 196 133
"23173" 740 129 101
"23174" 130 0 12
"23175" 33 5 47
"23176" 834 170 71
"23177" 4 12 11
"23178" 1288 226 245
"23179" 104 5 4
"23180" 64 1 3
"23181" 9 70 2
"23182" 10 6 35
"23183" 94 2 0
"23184" 98 3 6
"23185" 8 33 56
"23186" 558 51 102
"23187" 0 15 2
"23188" 630 97 81
"23189" 1457 5 13
"23190" 411 43 36
"23191" 477 38 107
"23192" 705 101 165
"23193" 698 43 79
"23194" 229 52 5
"23195" 525 54 94
"23196" 1169 202 264
"23197" 552 76 75
"23198" 456 55 69
"23199" 762 62 55
"23200" 1309 84 224
"23201" 1044 191 195
"23202" 687 82 58
"23203" 92 2 4
"23204" 5 31 2
"23205" 809 97 138
"23206" 974 78 89
"23207" 287 23 83
"23208" 392 50 21
"23209" 110 61 30
"23210" 80 0 9
"23211" 687 106 96
"23212" 830 117 79
"23213" 6 44 7
"23214" 13 36 70
"23215" 606 51 72
"23216" 1092 150 108
"23217" 11 1 25
"23218" 104 43 14
"23219" 66 1 1
"23220" 6 18 0
"23221" 208 3 4
"23222" 1693 165 200
"23223" 71 3 5
"23224" 962 101 70
"23225" 118 9 5
"23226" 1 63 93
"23227" 728 63 128
"23228" 732 154 54
"23229" 481 44 57
"23230" 295 24 8
"23231" 710 5 80
"23232" 508 69 48
"23233" 585 41 46
"23234" 1144 80 73
"23235" 6 18 2
"23236" 278 22 13
"23237" 916 132 126
"23238" 1 17 47
"23239" 916 41 167
"23240" 54 0 3
"23241" 175 19 3
"23242" 363 5 16
"23243" 1083 87 162
"23244" 98 0 15
"23245" 357 23 43
"23246" 48 1 1
"23247" 101 1 4
"23248" 880 123 43
"23249" 103 2 1
"23250" 70 0 5
"23251" 115 3 49
"23252" 141 0 0
"23253" 4 50 7
"23254" 249 6 5
"23255" 1968 284 92
"23256" 679 30 97
"23257" 13 5 31
"23258" 1119 113 97
"23259" 6 2 22
"23260" 1147 288 116
"23261" 12 19 55
"23262" 55 3 0
"23263" 14 14 1
"23264" 60 1 2
"23265" 72 7 10
"23266" 1215 156 109
"23267" 326 10 60
"23268" 584 111 60
"23269" 691 118 45
"23270" 1541 165 124
"23271" 5 6 19
"23272" 72 3 3
"23273" 7 59 12
"23274" 5 35 4
"23275" 620 85 41
"23276" 201 23 335
"23277" 8 1 31
"23278" 6 5 24
"23279" 30 31 75
"23280" 730 57 80
"23281" 139 5 10
"23282" 77 3 9
"23283" 716 100 57
"23284" 1223 295 122
"23285" 90 3 5
"23286" 110 9 3
"23287" 1012 78 21
"23288" 4 17 0
"23289" 119 0 3
"23290" 88 1 0
"23291" 92 3 5
"23292" 4 1 55
"23293" 272 3 15
"23294" 801 135 97
"23295" 10 22 28
"23296" 290 65 226
"23297" 105 1 13
"23298" 77 0 0
"23299" 20 2 28
"23300" 977 148 175
"23301" 1144 188 120
"23302" 1 35 14
"23303" 12 21 3
"23304" 834 115 56
"23305" 51 0 2
"23306" 16 31 8
"23307" 7 20 12
"23308" 970 84 122
"23309" 978 151 304
"23310" 1918 277 336
"23311" 27 21 6
"23312" 106 0 3
"23313" 529 52 18
"23314" 1890 243 87
"23315" 10 44 1
"23316" 2 16 3
"23317" 689 103 137
"23318" 517 65 69
"23319" 672 116 51
"23320" 267 3 7
"23321" 251 14 25
"23322" 139 8 4
"23323" 5 24 0
"23324" 1703 266 285
"23325" 507 87 103
"23326" 845 101 109
"23327" 634 95 85
"23328" 414 45 29
"23329" 3 15 21
"23330" 14 25 3
"23331" 1076 153 113
"23332" 3 1 22
"23333" 639 111 229
"23334" 716 95 90
"23335" 11 26 0
"23336" 4 37 2
"23337" 21 54 172
"23338" 129 0 12
"23339" 16 1 65
"23340" 46 45 392
"23341" 5 22 3
"23342" 34 37 2
"23343" 21 62 146
"23344" 18 24 25
"23345" 54 2 3
"23346" 659 88 73
"23347" 722 56 97
"23348" 6 25 4
"23349" 29 8 50
"23350" 29 41 2
"23351" 954 121 140
"23352" 6 20 31
"23353" 826 195 83
"23354" 117 10 16
"23355" 660 153 68
"23356" 7 2 20
"23357" 66 0 2
"23358" 5 34 3
"23359" 818 160 157
"23360" 118 0 4
"23361" 165 0 12
"23362" 14 5 21
"23363" 7 20 8
"23364" 63 2 3
"23365" 62 6 3
"23366" 2 20 4
"23367" 74 54 12
"23368" 1262 226 135
"23369" 1266 211 208
"23370" 917 117 237
"23371" 640 107 53
"23372" 331 68 31
"23373" 72 4 408
"23374" 21 1 85
"23375" 2 4 22
"23376" 606 44 22
"23377" 8 2 84
"23378" 1 6 20
"23379" 323 14 12
"23380" 896 91 114
"23381" 3 13 0
"23382" 665 93 78
"23383" 21 48 7
"23384" 215 67 23
"23385" 3 31 18
"23386" 509 63 118
"23387" 999 104 250
"23388" 665 50 212
"23389" 691 43 152
"23390" 372 36 150
"23391" 493 25 90
"23392" 648 81 164
"23393" 641 73 156
"23394" 68 3 4
"23395" 625 28 163
"23396" 434 36 87
"23397" 1082 127 184
"23398" 480 44 69
"23399" 452 65 72
"23400" 901 39 56
"23401" 248 46 16
"23402" 245 60 38
"23403" 1070 251 161
"23404" 582 57 69
"23405" 401 83 39
"23406" 1055 153 205
"23407" 1140 112 307
"23408" 1044 181 157
"23409" 8 2 27
"23410" 953 157 130
"23411" 27 29 213
"23412" 1306 313 209
"23413" 5 1 25
"23414" 39 20 105
"23415" 4 23 36
"23416" 124 20 182
"23417" 2725 377 299
"23418" 87 3 33
"23419" 82 1 61
"23420" 3649 646 626
"23421" 45 3 108
"23422" 34 13 141
"23423" 64 4 2
"23424" 122 1 13
"23425" 59 1 1
"23426" 986 31 522
"23427" 16 3 52
"23428" 23 8 388
"23429" 627 22 154
"23430" 47 0 8
"23431" 20 1 36
"23432" 9 3 42
"23433" 1 17 9
"23434" 2 9 16
"23435" 75 0 3
"23436" 13 14 27
"23437" 101 1 6
"23438" 261 9 11
"23439" 1396 157 517
"23440" 1500 213 225
"23441" 1044 64 173
"23442" 106 1 4
"23443" 357 21 24
"23444" 491 95 37
"23445" 89 1 3
"23446" 566 5 7
"23447" 158 3 6
"23448" 76 1 0
"23449" 726 122 85
"23450" 687 80 51
"23451" 328 48 35
"23452" 1369 139 109
"23453" 326 63 131
"23454" 849 228 80
"23455" 507 10 39
"23456" 145 11 6
"23457" 831 148 83
"23458" 1240 157 142
"23459" 93 1 3
"23460" 1780 161 257
"23461" 575 118 27
"23462" 5 27 26
"23463" 61 42 7
"23464" 551 50 52
"23465" 1137 171 173
"23466" 727 15 165
"23467" 990 155 179
"23468" 1326 223 124
"23469" 23 5 29
"23470" 312 8 31
"23471" 44 11 504
"23472" 18 6 188
"23473" 13 1 62
"23474" 19 2 36
"23475" 705 92 188
"23476" 1319 320 283
"23477" 878 41 264
"23478" 64 2 16
"23479" 5 22 67
"23480" 2 4 45
"23481" 42 22 136
"23482" 0 4 33
"23483" 105 2 2
"23484" 7 9 76
"23485" 8 6 102
"23486" 8 9 27
"23487" 31 247 10
"23488" 842 31 56
"23489" 120 0 0
"23490" 72 2 5
"23491" 7 61 2
"23492" 148 3 2
"23493" 61 6 2
"23494" 182 5 4
"23495" 111 3 14
"23496" 171 3 3
"23497" 563 73 93
"23498" 328 55 17
"23499" 1832 60 49
"23500" 28 0 17
"23501" 106 1 1
"23502" 98 1 3
"23503" 26 0 58
"23504" 118 1 7
"23505" 367 12 24
"23506" 1295 106 77
"23507" 1453 230 185
"23508" 461 103 111
"23509" 3332 100 614
"23510" 65 1 22
"23511" 527 94 85
"23512" 7 52 5
"23513" 567 85 71
"23514" 157 24 39
"23515" 1732 270 416
"23516" 99 2 3
"23517" 767 129 104
"23518" 1391 230 149
"23519" 707 68 94
"23520" 78 6 97
"23521" 144 4 168
"23522" 301 2 24
"23523" 105 5 96
"23524" 210 5 175
"23525" 4 21 77
"23526" 70 7 26
"23527" 108 3 171
"23528" 0 20 50
"23529" 48 3 0
"23530" 1 6 38
"23531" 10 25 55
"23532" 147 2 1
"23533" 8 1 99
"23534" 106 28 9
"23535" 233 0 2
"23536" 244 51 78
"23537" 1133 123 183
"23538" 1 12 66
"23539" 0 16 16
"23540" 742 51 77
"23541" 126 24 12
"23542" 549 55 78
"23543" 791 137 144
"23544" 11 18 3
"23545" 11 28 1
"23546" 707 104 8
"23547" 286 15 22
"23548" 849 135 17
"23549" 554 63 14
"23550" 16 48 3
"23551" 478 9 212
"23552" 186 78 1
"23553" 6573 1168 402
"23554" 149 2 1
"23555" 88 0 1
"23556" 1643 11 13
"23557" 89 3 3
"23558" 780 74 155
"23559" 49 1 0
"23560" 83 2 1
"23561" 587 10 0
"23562" 80 1 3
"23563" 102 0 1
"23564" 89 0 1
"23565" 176 2 1
"23566" 925 87 85
"23567" 107 0 2
"23568" 369 47 21
"23569" 188 1 0
"23570" 284 1 4
"23571" 237 12 2
"23572" 1271 50 59
"23573" 7 27 0
"23574" 129 1 4
"23575" 132 5 4
"23576" 291 31 57
"23577" 9 9 58
"23578" 61 1 1
"23579" 76 3 5
"23580" 149 1 2
"23581" 2486 46 47
"23582" 582 61 75
"23583" 134 6 5
"23584" 5 2 38
"23585" 1285 273 199
"23586" 3 3 17
"23587" 137 2 5
"23588" 298 27 46
"23589" 6 14 0
"23590" 7 49 7
"23591" 374 35 241
"23592" 607 141 71
"23593" 1606 249 217
"23594" 76 2 3
"23595" 589 89 78
"23596" 14 128 4
"23597" 12 41 12
"23598" 53 7 1
"23599" 1168 135 104
"23600" 59 3 1
"23601" 96 5 22
"23602" 2 15 3
"23603" 66 45 9
"23604" 2516 257 36
"23605" 614 107 71
"23606" 1 8 14
"23607" 374 33 94
"23608" 1023 75 160
"23609" 1230 228 176
"23610" 1232 188 139
"23611" 8 20 22
"23612" 80 2 6
"23613" 881 71 53
"23614" 455 24 19
"23615" 712 62 122
"23616" 96 0 5
"23617" 130 7 2
"23618" 82 1 1
"23619" 105 0 1
"23620" 692 92 61
"23621" 145 3 7
"23622" 331 47 21
"23623" 1 19 27
"23624" 1297 158 143
"23625" 859 104 6
"23626" 991 95 128
"23627" 400 51 36
"23628" 527 106 77
"23629" 912 101 66
"23630" 684 97 58
"23631" 805 140 63
"23632" 2 18 0
"23633" 536 58 60
"23634" 719 140 89
"23635" 818 149 131
"23636" 9 18 8
"23637" 10 28 6
"23638" 13 23 3
"23639" 13 60 2
"23640" 1423 210 147
"23641" 105 0 4
"23642" 77 1 5
"23643" 1669 165 166
"23644" 80 6 2
"23645" 1145 82 149
"23646" 86 1 4
"23647" 72 3 4
"23648" 1139 93 99
"23649" 3 22 0
"23650" 563 110 67
"23651" 28 4 18
"23652" 274 0 3
"23653" 8 24 8
"23654" 68 0 5
"23655" 447 42 54
"23656" 215 24 822
"23657" 41 11 20
"23658" 49 11 31
"23659" 20 3 23
"23660" 30 22 6
"23661" 1280 109 150
"23662" 1206 149 171
"23663" 1021 63 48
"23664" 5 32 1
"23665" 1020 166 162
"23666" 461 71 25
"23667" 3 41 1
"23668" 488 160 78
"23669" 13 30 25
"23670" 71 0 3
"23671" 3 4 25
"23672" 5 27 51
"23673" 1127 136 139
"23674" 74 6 2
"23675" 99 6 59
"23676" 10 13 64
"23677" 46 3 127
"23678" 85 4 6
"23679" 324 0 2
"23680" 1334 235 198
"23681" 76 2 2
"23682" 7 0 35
"23683" 136 28 2
"23684" 91 2 0
"23685" 968 38 75
"23686" 222 3 0
"23687" 316 19 1
"23688" 16 37 95
"23689" 104 1 3
"23690" 28 0 31
"23691" 35 44 150
"23692" 183 1 20
"23693" 93 0 6
"23694" 78 0 2
"23695" 847 74 92
"23696" 119 3 2
"23697" 136 1 9
"23698" 73 0 0
"23699" 41 2 60
"23700" 10 0 23
"23701" 32 82 125
"23702" 26 2 40
"23703" 15 1 37
"23704" 88 81 698
"23705" 7 3 29
"23706" 3 0 41
"23707" 33 0 29
"23708" 8 1 21
"23709" 66 2 2
"23710" 14 0 87
"23711" 69 1 1
"23712" 16 44 68
"23713" 121 4 3
"23714" 165 5 13
"23715" 1380 188 162
"23716" 1298 144 198
"23717" 744 114 100
"23718" 68 1 1
