name	variability	bootstrap_lower_bound	bootstrap_upper_bound	p_value	p_value_adj
ENSG00000153879_LINE430_CEBPG_D_N1	CEBPG	0.848040400341275	0.663233166395215	1.02175299508227	0.906747571393456	0.999999999999895
ENSG00000156127_LINE435_BATF_D_N1	BATF	0.846053370295021	0.668700741926844	0.982528955794509	0.909845766798754	0.999999999999895
ENSG00000156127_LINE436_BATF_D_N1	BATF	0.876908348273236	0.6815866456847	1.04375528658593	0.853009118932125	0.999999999999895
ENSG00000156273_LINE437_BACH1_D_N1	BACH1	0.896878353059486	0.697224060717882	1.06113469866202	0.806060049998594	0.999999999999895
ENSG00000156273_LINE438_BACH1_D_N1	BACH1	0.722989546700671	0.565355799616037	0.855486202698483	0.99446581868817	0.999999999999895
ENSG00000156273_LINE439_BACH1_D_N1	BACH1	1.00740351489206	0.800641387502462	1.20062249860055	0.444065502461343	0.999999999999895
ENSG00000156273_LINE440_BACH1_D_N1	BACH1	0.652115552050825	0.506950592274073	0.778251814661981	0.999461356995666	0.999999999999895
ENSG00000156273_LINE441_BACH1_D_N1	BACH1	0.808605689488008	0.615817039581884	0.957984951231743	0.955206114174101	0.999999999999895
ENSG00000157613_LINE447_CREB3L1_D_N3	CREB3L1	0.981186999324318	0.784780677469112	1.11915713764202	0.537424307596491	0.999999999999895
ENSG00000157613_LINE446_CREB3L1_D_N3	CREB3L1	0.829651672768306	0.656009669087959	0.978791552813483	0.932641504421867	0.999999999999895
ENSG00000162772_LINE455_ATF3_D_N5	ATF3	0.880147317351885	0.655788967905991	1.08946504643447	0.845937153485312	0.999999999999895
ENSG00000162772_LINE458_ATF3_D_N1	ATF3	0.730794264549208	0.561075754430849	0.870226100483051	0.993093747933223	0.999999999999895
ENSG00000162772_LINE459_ATF3_D_N1	ATF3	1.0520278963633	0.838912286950106	1.24510569681414	0.296174279583835	0.999999999999895
ENSG00000165030_LINE463_NFIL3_D_N4	NFIL3	1.01460149935276	0.780588122503781	1.1934251831324	0.418892268272773	0.999999999999895
ENSG00000167074_LINE470_TEF_D_N3	TEF	1.10863491802785	0.885228016060133	1.29090330637303	0.151846251646175	0.999999999999895
ENSG00000167074_LINE471_TEF_D_N1	TEF	0.637180157275757	0.510285961846613	0.740079311440229	0.999695260675088	0.999999999999895
ENSG00000168468_LINE473_CR7538031_I	CR7538031	0.709820302535547	0.563343710343217	0.835719397525711	0.996248557251713	0.999999999999895
ENSG00000169136_LINE475_ATF5_D	ATF5	0.696649783375337	0.548927256391237	0.827150814007305	0.997506061489122	0.999999999999895
ENSG00000170345_LINE476_FOS_D_N4	FOS	0.956926763560148	0.76137370587626	1.11048811266556	0.622840155592842	0.999999999999895
ENSG00000170345_LINE484_FOS_D_N1	FOS	0.846559435733378	0.664190497168537	1.00154455943487	0.90906380488827	0.999999999999895
ENSG00000170653_LINE486_ATF7_D	ATF7	0.939965230364435	0.703556723099613	1.15814566780217	0.679819920032368	0.999999999999895
ENSG00000171223_LINE487_JUNB_D_N3	JUNB	0.770537021684982	0.635361517412802	0.878450809258566	0.980671679096234	0.999999999999895
ENSG00000172216_LINE498_CEBPB_D_N8	CEBPB	0.858032908243981	0.70108873827226	0.996836219934129	0.890015526331071	0.999999999999895
