cell_54	cell_68	cell_70	cell_78	cell_89	cell_109	cell_113	cell_114	cell_115	cell_117	cell_118	cell_120	cell_124	cell_125	cell_134	cell_135	cell_137	cell_141	cell_154	cell_157	cell_165	cell_171	cell_173	cell_175	cell_176	cell_177	cell_183	cell_184	cell_187	cell_188	cell_189	cell_192	cell_194	cell_195	cell_197	cell_200	cell_201	cell_202	cell_203	cell_205	cell_217
ENSG00000179361_LINE51_ARID3B_I	0.150787121639644	0.92964056636601	0.0805886585437503	0.234719354250726	-0.300870342122125	0.138654222000449	0.244667837628695	0.229864413137693	0.396073562095153	0.134330661528595	0.356936571536636	-0.103675313401314	0.104655181445688	0.319749784381104	0.00837114529646193	-0.461293700108849	-0.170028150251563	-0.337594044995308	-0.343328127629697	0.179453528697776	-0.0308044296637085	-0.339881876616151	-0.468348489509397	0.281375663154015	1.22849311028954	-0.290551334533169	0.400703413585172	-0.538070928071939	-0.794096733332111	0.75224546295873	-0.0520275938034922	0.536366590346999	-0.635483262476187	-0.223496860112101	-0.0816520198113247	-0.232185298088839	-0.278699751146264	-0.742936595768129	0.0229947503419336	-0.77273576103532	0.305139342671852
ENSG00000196843_LINE52_ARID5A_I	-1.002167704622	-0.141375297826793	-0.16618829969099	-0.437933751709953	1.59259593858739	0.285110257011558	0.737965965404886	0.335181913400706	1.25680468222217	-0.142465739805053	0.513057872775318	0.682139316518374	1.00096237331477	0.604728941534961	-0.0128471618558997	0.749163009796967	-0.515364692003545	0.330520055188836	-0.0972172864272975	-0.885241018243707	0.121631866818842	0.766509028212557	-0.455118357920126	-0.102410364687702	0.35578943566438	-0.756859509686838	-0.637738198723607	-0.200768407736761	0.0427203677575387	-1.0843388292043	-0.884484277532598	0.201206517295768	0.0744293437749588	0.0618286738749505	-0.440063610592597	-0.408958118298291	0.324761871641348	0.920144552337974	-1.15637912787242	-0.164913844292378	-0.606542700940337
ENSG00000205143_LINE53_ARID3C_I	-0.714298857125461	-0.150631560912228	0.0279965215525435	0.546125878443867	-0.165497651349521	0.338316481423784	0.822323588988217	0.66538900694946	-0.330473997729877	-0.404987005430265	0.712687144560112	0.462245305407542	0.460905253016566	0.789714037671824	0.548404593569593	0.393075825835243	-0.40014295233655	-0.0571967136360497	-1.14880293726857	-1.44412308723654	-0.756790081817313	0.562251004796287	0.221051520610015	0.320680127070003	0.334222667968076	-0.106028114457772	-0.128071566671118	0.558835994052217	-0.0941379455746391	0.424368258570633	-0.882224302868327	1.01048912989127	0.687812125390423	0.39188335126037	-0.0996509589530863	0.0612886860015259	0.0177823716014803	0.178117293758894	-0.633791193200176	-0.676057332876644	-1.21421600729121
ENSG00000189079_LINE54_ARID2_I	0.224787219213381	-0.045842922221055	0.37197959659354	0.143930750070848	0.635815915941985	-0.805609820954921	-0.549203822827416	-0.328544795176482	-0.759737926794236	0.83718100186714	-0.400594198536498	-0.665296245132609	-1.12559529439848	-0.593437266228904	-0.374324840623746	-0.462453564239995	0.636950334525757	-0.235242591286747	0.748457117714809	0.174870062123325	-0.0658562968713118	-0.47415000730343	-0.556745320661436	-0.341346875259758	-0.79711004245438	-0.0314857017347442	0.763212959733258	0.0988674695386222	-0.179186160880514	1.1350109040818	0.715546607594794	0.501993738637481	-0.0305931757702216	0.0193102397343768	0.203979542865047	0.136728214880329	-0.644476316205883	-1.10655830503318	0.382574304274865	0.526711467589342	1.10526495816637
ENSG00000137309_LINE57_HMGA1_D	0.641431488728508	0.596360975723056	-0.695234068830734	-0.432485529021901	-0.196713884362974	-0.259673748354723	0.269023803626479	-0.207360485252329	0.935003165494824	1.10159638246858	0.470142057970289	0.837571187919032	1.01979205253179	1.16381130295964	0.603515436656434	1.08453636042464	0.383094615906369	0.0811421134477319	0.285967977951319	0.266033986933854	0.154092715329609	0.688257066472662	-0.49384603955569	-0.467809677074415	-1.24836703364583	-0.710616130652849	-0.514634891736629	-1.14821361892893	-1.21558197191346	-0.405088322762364	-0.693918831656772	-0.958710364517899	-0.73945860573888	-0.00844907948166618	-0.48380308040326	-0.945724026773199	-0.00393500651402261	0.0891993851285692	-0.850235966113551	0.208884318642508	-0.594273507420728
ENSG00000149948_LINE59_HMGA2_D	-0.627929936955584	0.0968289911660178	0.126034986812016	0.550237025707968	-0.948083357727692	-0.311160047798896	-0.200507973870539	-0.28205372404267	-0.266219579686541	-0.378664486477364	-0.059586017803202	-0.648639979036808	-0.365268770453525	0.094338135972743	-0.547396660293068	0.0555409282422445	-0.222689780773618	0.770449239829147	-0.701636018925188	-0.423881021214817	0.473481269943468	0.383030007374656	0.619762186281507	0.0146101429592526	0.385321013385053	0.345574301164089	0.960304366280571	0.347901843997742	0.39815930405045	0.652344460491625	0.125851866419482	0.620228645838565	0.555110182677361	-0.69392356323602	0.29857803373437	0.263469212946005	-0.785618836842438	0.857459902734235	-0.203310419845672	-0.760727571528158	0.381865885481805
ENSG00000125952_LINE73_MAX_D_N10	0.627088664198432	1.00728702535539	-0.524115112646048	-1.11611440516808	-0.791733956059758	-0.229079033457852	-0.115075582054622	-0.163288781487897	0.390757169275158	1.80999227938326	0.164995906091245	0.613536972711978	0.179561013110813	0.0340113376314231	0.628066388259821	0.116412231719446	0.749940594957167	0.319127655366524	0.184430398471946	0.403279052775318	0.037357058688955	1.84932979898204	-0.466443762902695	0.373951964106155	-0.7404765031303	-0.806375950942613	-0.497762514135708	-0.101709535488347	-0.643071919879099	0.214359357080231	-0.603240865329167	0.468608930478726	-0.0525390004449976	0.0292459683668853	-1.03179231063348	-0.896967490697216	-0.300910814864868	-0.682349845134141	-0.42238079509406	-0.86163462637122	-0.756928088533892
ENSG00000125952_LINE61_MAX_D_N1	-0.217352208851842	1.23197369318618	0.0246353222337654	0.369360035091578	0.228190588825235	-0.489916638886125	-0.462483113746523	-0.767493279802021	-0.186437451747675	0.0920163930826686	1.44876371091628	0.166953470220337	0.136348946565151	0.92128981390044	-0.633653188611963	0.296953147556891	-0.481938746959402	-0.330511751259899	-0.831653189662252	-0.788295480889778	-0.249383495354707	-0.465854720092572	0.592251352527034	0.0372033611036878	-0.126272204912961	-0.0299464164075547	0.745478188738797	0.298117368691588	0.129399977182018	0.230260188223171	-0.016232385953153	0.304116104827857	0.305397766453807	-0.552697238483633	-0.00674399754056036	0.615212281048432	1.1889342628879	-0.778395771852023	-0.499127266380926	0.237476441908686	-0.428691734544275
ENSG00000125952_LINE74_MAX_D_N1	1.13891671827505	1.30314661716368	0.449696542675847	-0.00478332765595137	-0.648981189964741	-0.697022271175422	-0.486609745792143	-0.726441882386458	-0.0678042203537407	1.11356908588119	-0.326966755729667	-0.792734095543337	-0.808174486670428	-0.139962025157494	-0.754609206970064	-0.613637545370579	0.601527962759337	-0.207080548833616	-0.356306119265911	0.878526775289026	0.29886385957129	-0.409672073386092	-1.17230736433095	0.514195092446381	0.231135091608849	0.308289479111311	1.12610385418858	0.05327682217954	-0.885237054793006	-0.424107106425687	0.0354635436416229	-0.0876828234894151	-0.412705477669533	-0.789565946288499	-0.305567464049225	-0.519016148857196	-0.962592501938918	0.47483861844936	1.0117246878819	0.0336582420014943	1.2448972429561
ENSG00000009950_LINE78_MLXIPL_D_N1	0.278550319323074	0.504815530704162	-0.202725136206441	-0.174700416679394	-0.360274299207112	0.198971460734386	0.482830973661026	0.530734308476226	0.500220452700415	1.00995394359628	0.49657961346044	0.0913350538521777	0.424784363231436	0.863163842960677	0.401052706811828	0.878095930670915	1.03999656231591	-0.221338611067602	0.241445462176163	0.282394448793082	0.50443774142242	0.00712988941740759	-0.821028362906291	-0.766940669984654	-1.06772478525833	-1.19498442502026	-0.268948471784563	-0.318175279794413	-1.03464599056549	0.00843181774085845	-0.92161642195072	0.380769343478247	-0.741228516851461	-0.278653375717721	-0.49979281428744	-0.736495868343706	-0.558860152697748	-1.41343541383096	-0.580044171374273	-0.13825478611666	0.836522260800753
ENSG00000009950_LINE79_MLXIPL_D_N1	0.034528890260453	0.351660265246874	0.573355041020585	0.259988269626409	0.052131996562626	-1.05221463907005	-0.859219096205355	-0.91519324362086	-0.769040975520206	0.0423739479891436	-0.766595395492157	-0.9341842131241	-1.10732545507087	-1.02953688474526	-0.569446192922475	-0.830818208570653	-0.434084180305607	0.358026590749101	-0.144167012264685	-0.112016095121992	-0.467513063741865	0.319076975686994	0.882671241749009	0.699891326574762	0.533955993301548	0.594373242245566	0.709250909698012	0.561708828371353	0.0567918469429615	0.137895633480385	0.588428519581222	0.688945815512856	0.328355999846774	-0.300580656825595	0.37047483373668	0.517651729715655	-0.0146078955037393	0.797037306248177	0.433011883757447	0.199069462029018	0.386884256420943
ENSG00000029153_LINE80_ARNTL2_I	-0.238657722270094	0.514811332583444	-0.0605121389465651	-0.24642900888205	-0.25255755538834	0.199194237764775	0.121463782880507	0.404466897139646	0.951310321770922	0.883419535969962	0.308031509639274	0.217080548907148	0.0881479699969511	0.663355517084287	0.170669480332923	0.525648439278006	1.20131189633759	-0.156468655475186	-0.00879431309026863	0.856102463655688	0.757835619465545	0.131238363946506	-0.745664288473322	-0.75999502825055	-0.903115018158252	-0.899833697944752	-0.173394532765366	-0.23685651120236	-0.911845025423406	-0.0488269735124862	-0.875354347203507	0.354736309921795	-0.599044279179782	-0.503538401493659	-0.494110491615021	-0.697168903347636	-1.0271661157352	-1.23965121550365	-0.355275982824945	-0.179076490985011	0.617115064470512
ENSG00000063438_LINE82_AHRR_I	0.519684567929866	0.748615117511485	0.0488609546435381	-0.560393006734523	0.0810594249079458	-0.7902319573186	-1.00807270516621	-0.69578987833834	-0.430589838061006	-0.106969235103393	-0.720220027246466	-0.610608051862752	-0.730804116122283	-0.82830786691502	-0.325452800166863	-0.663946425957639	-0.51360535202682	-0.280327945930475	0.0850933694726295	0.502123988062069	0.636664482714502	0.297215354168356	0.963752472664899	0.0614222345739297	-0.0218002693468722	0.974368757327868	0.424793156419868	0.442179937404626	0.410450605549713	-0.449141717071295	1.34958790633641	0.489163095323013	0.867170824213407	-0.287530157096295	-0.0292889713674486	0.603572820561274	0.422629410601849	0.675599302578577	-0.291403543948374	0.577102282303673	-0.392413220198729
ENSG00000068323_LINE84_TFE3_D_N1	-0.229135946592367	0.547250029318404	0.0712477490673276	-0.216598378515174	0.097102209972435	-0.110690998457305	-0.0407276356292461	0.188560139126705	0.888274516658605	0.906856806144078	0.238186828164415	0.0647246673601801	-0.143292346546887	0.619044773822678	-0.00559774530057187	0.158983434007611	0.960491878706923	-0.167069696527153	-0.121601358255809	0.840603012848062	0.722374749278516	0.187997062464547	-0.514046091949107	-0.62022463011122	-0.889757574419259	-0.219247813664954	0.0964426324023221	0.0197044272044343	-0.92596707271914	-0.0885496116149792	-0.654996014866529	0.547993070697369	-0.426650466282336	-0.599223609961541	-0.489476202666812	-0.481089776678856	-0.980948338749445	-0.980831289890269	-0.389074543634643	-0.105325744056425	0.398728191106911
ENSG00000068323_LINE85_TFE3_D_N1	-1.37736835323907	-0.560906613513745	0.276793235147701	0.288147009288743	-1.24987927345733	-0.0712553591931968	0.332603961415522	0.236327124616047	0.884395635213083	-0.0295855868890368	0.293135626204465	0.377971614766622	0.141702253987342	0.270523284118698	-0.0662211599198551	0.894881482381836	0.768335299670074	1.18198641505066	0.288458867037811	-0.0883387711126357	1.11709585637009	1.99706125668181	0.184974501492189	-0.704187537261569	-0.672999935920631	-0.55362247579415	-0.588279597389791	0.266384708749407	-0.355761560400806	-0.610334494491049	-0.761107792670009	-0.390923508878029	0.167391547360333	-0.26792503511819	-0.0923146091973902	-0.717087613750672	-0.23427860942547	0.332189227991487	-1.17245798160505	-0.505228583209904	-0.896367632279054
