name	variability	bootstrap_lower_bound	bootstrap_upper_bound	p_value	p_value_adj
ENSG00000140044_LINE415_JDP2_D_N2	JDP2	0.834566946896609	0.67819742035145	0.954386356144517	0.926317455985427	1
ENSG00000140044_LINE418_JDP2_D_N2	JDP2	0.62991352446526	0.477102570949083	0.774684103000649	0.999771469263859	1
ENSG00000143578_LINE419_CREB3L4_I	CREB3L4	0.762796209865944	0.623569412730955	0.859600030144011	0.983982473378218	1
ENSG00000146592_LINE421_CREB5_I	CREB5	0.641205674584858	0.521156213138308	0.743101544584121	0.999643671468213	1
ENSG00000153879_LINE428_CEBPG_D_N2	CEBPG	0.668059856207209	0.51312937999827	0.804558739879068	0.999041281555794	1
ENSG00000153879_LINE430_CEBPG_D_N1	CEBPG	0.645288512050279	0.492881911259803	0.773621144200094	0.99958332849477	1
ENSG00000156127_LINE435_BATF_D_N1	BATF	0.634473152064152	0.501521745254247	0.742599469451363	0.999726014207253	1
ENSG00000156127_LINE436_BATF_D_N1	BATF	0.734039483437395	0.558430346492619	0.881434891641906	0.99244207186961	1
ENSG00000156273_LINE437_BACH1_D_N1	BACH1	0.746587475382376	0.634857908752862	0.829525972626101	0.989400528827872	1
ENSG00000156273_LINE438_BACH1_D_N1	BACH1	0.455978660178049	0.35275258556703	0.54503202198609	0.999999980901387	1
ENSG00000156273_LINE439_BACH1_D_N1	BACH1	0.631319348946096	0.477930903742228	0.750168691244869	0.999758250944085	1
ENSG00000156273_LINE440_BACH1_D_N1	BACH1	0.697146022211225	0.560085794581126	0.825274455423224	0.997466490316654	1
ENSG00000156273_LINE441_BACH1_D_N1	BACH1	0.846701709672838	0.689399783609026	0.977165718278516	0.908843094010712	1
ENSG00000157613_LINE447_CREB3L1_D_N3	CREB3L1	0.681420087105435	0.523581218507789	0.813346607541483	0.998482985660032	1
ENSG00000157613_LINE446_CREB3L1_D_N3	CREB3L1	0.523461103361403	0.425991630912234	0.602507827729455	0.999998623249546	1
ENSG00000162772_LINE455_ATF3_D_N5	ATF3	0.647498776927479	0.476844586289346	0.804951367208906	0.999546913577583	1
ENSG00000162772_LINE458_ATF3_D_N1	ATF3	0.794457906380908	0.598562064731484	0.934563404339773	0.966700539196643	1
ENSG00000162772_LINE459_ATF3_D_N1	ATF3	1.01140819651035	0.756266370543462	1.19975445552035	0.430018169135536	1
ENSG00000165030_LINE463_NFIL3_D_N4	NFIL3	0.699414446480987	0.576074652826029	0.791359604999375	0.997278436411911	1
ENSG00000167074_LINE470_TEF_D_N3	TEF	0.711795629505915	0.589881426558883	0.804957197308722	0.996018399052431	1
ENSG00000167074_LINE471_TEF_D_N1	TEF	0.407464748693107	0.32859797650652	0.471188876284232	0.999999999532202	1
ENSG00000168468_LINE473_CR7538031_I	CR7538031	0.522824659988842	0.408800388293549	0.618557585511017	0.99999867215601	1
ENSG00000169136_LINE475_ATF5_D	ATF5	0.50484271327018	0.406022664704723	0.587779973677258	0.999999536742004	1
ENSG00000170345_LINE476_FOS_D_N4	FOS	0.774555355555327	0.588323444207052	0.92407817943815	0.97874087828963	1
ENSG00000170345_LINE484_FOS_D_N1	FOS	0.770952088303929	0.601501861366805	0.923781457821615	0.980479221977185	1
ENSG00000170653_LINE486_ATF7_D	ATF7	0.771844517211954	0.631494108488594	0.894692009483595	0.980060045941318	1
ENSG00000171223_LINE487_JUNB_D_N3	JUNB	0.697384747946492	0.552292550475543	0.812695921756995	0.997447256563028	1
ENSG00000172216_LINE498_CEBPB_D_N8	CEBPB	0.685619646910944	0.528724012231928	0.82333948898991	0.998255353578565	1
ENSG00000172216_LINE492_CEBPB_D_N1	CEBPB	0.616204534586131	0.476036498106915	0.745803835468711	0.999869786385749	1
ENSG00000175197_LINE504_DDIT3_D	DDIT3	0.625683760343494	0.484479440234875	0.726092950723571	0.999807350281096	1
ENSG00000175592_LINE505_FOSL1_D_N3	FOSL1	0.647178828322054	0.521857900432454	0.738713293445235	0.999552357988009	1
ENSG00000177606_LINE517_JUN_D_N5	JUN	0.65315731403086	0.519953356118219	0.765956446299893	0.999440130110761	1
ENSG00000177606_LINE518_JUN_D_N2	JUN	0.669275029331226	0.48863712614438	0.816104224765446	0.998999518515551	1
ENSG00000177606_LINE516_JUN_D_N1	JUN	0.518853178414163	0.411813023556301	0.598186823323476	0.99999894221181	1
ENSG00000178573_LINE525_MAF_D	MAF	0.826826773507212	0.646524764619919	0.953180967336195	0.936087224143639	1
ENSG00000182158_LINE526_CREB3L2_I	CREB3L2	0.534107454022165	0.410663219867486	0.642158081013115	0.999997505866869	1
ENSG00000182759_LINE530_MAFA_D	MAFA	0.539057172142353	0.420214521634196	0.644209279866776	0.999996734658652	1
ENSG00000185022_LINE534_MAFF_D_N2	MAFF	0.634388451964106	0.470639977949592	0.763481334445378	0.999726928981039	1
ENSG00000185022_LINE531_MAFF_D_N1	MAFF	0.649549756428212	0.52460330245193	0.753935956169776	0.999510559367358	1
ENSG00000197063_LINE538_MAFG_D_N1	MAFG	0.593621886730544	0.473939564982256	0.678732777138307	0.999951347355236	1
ENSG00000197063_LINE539_MAFG_D_N1	MAFG	0.714696027034376	0.575691800297386	0.818939223561664	0.995658046912821	1
ENSG00000198517_LINE543_MAFK_D_N5	MAFK	0.648408296857768	0.493129789110196	0.776953148418833	0.999531106301509	1
ENSG00000198517_LINE545_MAFK_D_N3	MAFK	0.606770789793459	0.488585974217267	0.698706145395881	0.999912917438589	1
ENSG00000198517_LINE549_MAFK_D_N1	MAFK	0.684874779728918	0.555814891293884	0.796885026197004	0.998297824005243	1
ENSG00000204103_LINE553_MAFB_D	MAFB	0.688228780161506	0.499664713096914	0.830482345564771	0.998099038770153	1
