cc
1	7
2	3
3	1
4	7
5	7
6	7
7	3
8	1
9	7
10	1
11	4
12	1
13	1
14	3
15	5
16	3
17	4
18	4
19	1
20	4
21	7
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	3
32	1
33	1
34	3
35	2
36	3
37	1
38	1
39	3
40	1
41	3
42	2
43	3
44	1
45	1
46	3
47	3
48	2
49	3
50	7
51	7
52	1
53	2
54	2
55	2
56	2
57	3
58	3
59	2
60	3
61	3
62	1
63	2
64	3
65	7
66	3
67	3
68	3
69	2
70	3
71	3
72	3
73	2
74	1
75	1
76	1
77	1
78	1
79	3
80	1
81	2
82	3
83	5
84	4
85	7
86	3
87	7
88	5
89	5
90	3
91	3
92	5
93	1
94	5
95	5
96	7
97	5
98	7
99	7
100	7
101	5
102	7
103	7
104	3
105	7
106	6
107	7
108	7
109	3
110	1
111	3
112	2
113	1
114	1
115	3
116	2
117	3
118	3
119	3
120	1
121	3
122	3
123	3
124	3
125	3
126	3
127	1
128	1
129	3
130	3
131	1
132	3
133	3
134	3
135	2
136	2
137	4
138	2
139	7
140	6
141	2
142	7
143	7
144	3
145	2
146	6
147	6
148	7
149	1
150	6
151	7
152	6
153	7
154	6
155	3
156	4
157	3
158	3
159	3
160	5
161	3
162	6
163	6
164	6
165	6
166	4
167	3
168	6
169	6
170	6
171	6
172	5
173	3
174	3
175	3
176	7
177	5
178	7
179	5
180	4
181	7
182	7
183	7
184	7
185	2
186	3
187	7
188	5
189	5
190	3
191	3
192	1
193	5
194	7
195	1
196	7
197	7
198	1
199	7
200	2
201	5
202	3
203	3
204	1
205	4
206	7
207	4
208	4
209	4
210	4
211	4
212	4
213	4
214	4
215	4
216	4
217	4
218	4
219	4
220	4
221	3
222	7
223	7
224	7
225	7
226	7
227	4
228	3
229	3
230	7
231	4
232	7
233	7
234	7
235	7
236	4
237	5
238	5
239	7
240	4
241	3
242	6
